node_id,workspace,layer,node_kind,label,source_file,source_id,evidence_status,semantics_status,notes
DI-HEADER,WS-DIAGNOSTICS,optimized,region,DI-HEADER,diagnostics_screen_blueprints_v19.csv,DI-HEADER,designed_target,pending,Region/container from screen blueprint or element catalog.
DI-HEALTH,WS-DIAGNOSTICS,optimized,region,DI-HEALTH,diagnostics_screen_blueprints_v19.csv,DI-HEALTH,designed_target,pending,Region/container from screen blueprint or element catalog.
DI-INSPECTOR,WS-DIAGNOSTICS,optimized,region,DI-INSPECTOR,diagnostics_screen_blueprints_v19.csv,DI-INSPECTOR,designed_target,pending,Region/container from screen blueprint or element catalog.
DI-MANIFEST,WS-DIAGNOSTICS,optimized,region,DI-MANIFEST,diagnostics_screen_blueprints_v19.csv,DI-MANIFEST,designed_target,pending,Region/container from screen blueprint or element catalog.
DI-STATUS,WS-DIAGNOSTICS,optimized,region,DI-STATUS,diagnostics_screen_blueprints_v19.csv,DI-STATUS,designed_target,pending,Region/container from screen blueprint or element catalog.
DI-SUMMARY,WS-DIAGNOSTICS,optimized,region,DI-SUMMARY,diagnostics_screen_blueprints_v19.csv,DI-SUMMARY,designed_target,pending,Region/container from screen blueprint or element catalog.
DI-TXT-TITLE,WS-DIAGNOSTICS,optimized,element,Рабочее пространство «Диагностика»,diagnostics_element_catalog_v19.csv,DI-TXT-TITLE,designed_target,pending,type=title_text; region=DI-HEADER; binding=diagnostics.workspace.title
DI-BADGE-BUNDLE-MODE,WS-DIAGNOSTICS,optimized,element,Режим bundle,diagnostics_element_catalog_v19.csv,DI-BADGE-BUNDLE-MODE,designed_target,pending,type=badge; region=DI-HEADER; binding=diagnostics.bundle.mode
DI-BADGE-LAST-BUNDLE,WS-DIAGNOSTICS,optimized,element,Последний bundle,diagnostics_element_catalog_v19.csv,DI-BADGE-LAST-BUNDLE,designed_target,pending,type=badge; region=DI-HEADER; binding=diagnostics.latest_bundle.created_utc
DI-BADGE-LAST-SHA,WS-DIAGNOSTICS,optimized,element,SHA256,diagnostics_element_catalog_v19.csv,DI-BADGE-LAST-SHA,designed_target,pending,type=badge; region=DI-HEADER; binding=diagnostics.latest_bundle.sha256
DI-BADGE-READY-SOURCE,WS-DIAGNOSTICS,optimized,element,Источник readiness,diagnostics_element_catalog_v19.csv,DI-BADGE-READY-SOURCE,designed_target,pending,type=badge; region=DI-HEADER; binding=diagnostics.runtime.launcher_readiness_source
DI-BADGE-HEALTH,WS-DIAGNOSTICS,optimized,element,Health,diagnostics_element_catalog_v19.csv,DI-BADGE-HEALTH,designed_target,pending,type=badge; region=DI-HEADER; binding=diagnostics.health.status
DI-BTN-COLLECT,WS-DIAGNOSTICS,optimized,element,Собрать диагностику,diagnostics_element_catalog_v19.csv,DI-BTN-COLLECT,designed_target,pending,type=primary_button; region=DI-HEADER; binding=route.diagnostics.collect_bundle
DI-BTN-OPEN-LATEST,WS-DIAGNOSTICS,optimized,element,Открыть последний bundle,diagnostics_element_catalog_v19.csv,DI-BTN-OPEN-LATEST,designed_target,pending,type=secondary_button; region=DI-HEADER; binding=route.diagnostics.open_latest_bundle
DI-BTN-RERUN-SELFCHECK,WS-DIAGNOSTICS,optimized,element,Перезапустить selfcheck,diagnostics_element_catalog_v19.csv,DI-BTN-RERUN-SELFCHECK,designed_target,pending,type=secondary_button; region=DI-HEADER; binding=route.diagnostics.rerun_selfcheck
DI-BTN-SHOW-EVIDENCE,WS-DIAGNOSTICS,optimized,element,Evidence,diagnostics_element_catalog_v19.csv,DI-BTN-SHOW-EVIDENCE,designed_target,pending,type=secondary_button; region=DI-HEADER; binding=route.diagnostics.show_evidence
DI-BTN-HELP,WS-DIAGNOSTICS,optimized,element,?,diagnostics_element_catalog_v19.csv,DI-BTN-HELP,designed_target,pending,type=help_button; region=DI-HEADER; binding=help.diagnostics.header
DI-BTN-PARAMETERS,WS-DIAGNOSTICS,optimized,element,Параметры,diagnostics_element_catalog_v19.csv,DI-BTN-PARAMETERS,designed_target,pending,type=secondary_button; region=DI-HEADER; binding=route.shell.parameters
DI-BTN-INSTRUMENTS,WS-DIAGNOSTICS,optimized,element,Инструменты,diagnostics_element_catalog_v19.csv,DI-BTN-INSTRUMENTS,designed_target,pending,type=secondary_button; region=DI-HEADER; binding=route.shell.tools
DI-TXT-BROWSER,WS-DIAGNOSTICS,optimized,element,Источники и история,diagnostics_element_catalog_v19.csv,DI-TXT-BROWSER,designed_target,pending,type=section_title; region=DI-BROWSER; binding=diagnostics.browser.title
DI-TREE-SOURCES,WS-DIAGNOSTICS,optimized,element,Дерево источников evidence,diagnostics_element_catalog_v19.csv,DI-TREE-SOURCES,designed_target,pending,type=tree_view; region=DI-BROWSER; binding=diagnostics.browser.sources
DI-CARD-SELECTED-RUN,WS-DIAGNOSTICS,optimized,element,Карточка выбранного прогона,diagnostics_element_catalog_v19.csv,DI-CARD-SELECTED-RUN,designed_target,pending,type=info_card; region=DI-BROWSER; binding=diagnostics.context.selected_run
DI-BADGE-RUN-ID,WS-DIAGNOSTICS,optimized,element,Run ID,diagnostics_element_catalog_v19.csv,DI-BADGE-RUN-ID,designed_target,pending,type=badge; region=DI-BROWSER; binding=diagnostics.context.run_id
DI-BADGE-RUN-MODE,WS-DIAGNOSTICS,optimized,element,Run mode,diagnostics_element_catalog_v19.csv,DI-BADGE-RUN-MODE,designed_target,pending,type=badge; region=DI-BROWSER; binding=diagnostics.context.run_mode
DI-BADGE-OBJECTIVE,WS-DIAGNOSTICS,optimized,element,Objective,diagnostics_element_catalog_v19.csv,DI-BADGE-OBJECTIVE,designed_target,pending,type=badge; region=DI-BROWSER; binding=diagnostics.context.objective_hash
DI-BADGE-BASELINE,WS-DIAGNOSTICS,optimized,element,Baseline,diagnostics_element_catalog_v19.csv,DI-BADGE-BASELINE,designed_target,pending,type=badge; region=DI-BROWSER; binding=diagnostics.context.baseline_hash
DI-BTN-IMPORT-AN,WS-DIAGNOSTICS,optimized,element,Импорт из анализа,diagnostics_element_catalog_v19.csv,DI-BTN-IMPORT-AN,designed_target,pending,type=secondary_button; region=DI-BROWSER; binding=route.diagnostics.import_analysis_manifest
DI-BTN-IMPORT-AM,WS-DIAGNOSTICS,optimized,element,Импорт из аниматора,diagnostics_element_catalog_v19.csv,DI-BTN-IMPORT-AM,designed_target,pending,type=secondary_button; region=DI-BROWSER; binding=route.diagnostics.import_animator_manifest
DI-LIST-WARNINGS,WS-DIAGNOSTICS,optimized,element,Список truth/mismatch warnings,diagnostics_element_catalog_v19.csv,DI-LIST-WARNINGS,designed_target,pending,type=list_view; region=DI-BROWSER; binding=diagnostics.browser.warnings
DI-BADGE-MANIFEST-ID,WS-DIAGNOSTICS,optimized,element,Manifest ID,diagnostics_element_catalog_v19.csv,DI-BADGE-MANIFEST-ID,designed_target,pending,type=badge; region=DI-BROWSER; binding=diagnostics.manifest.id
DI-BADGE-MANIFEST-COUNTS,WS-DIAGNOSTICS,optimized,element,Source/Derived/Runtime,diagnostics_element_catalog_v19.csv,DI-BADGE-MANIFEST-COUNTS,designed_target,pending,type=badge; region=DI-BROWSER; binding=diagnostics.manifest.counts
DI-LIST-HISTORY,WS-DIAGNOSTICS,optimized,element,История bundle,diagnostics_element_catalog_v19.csv,DI-LIST-HISTORY,designed_target,pending,type=list_view; region=DI-BROWSER; binding=diagnostics.browser.bundle_history
DI-TXT-SUMMARY,WS-DIAGNOSTICS,optimized,element,Сводка готовности,diagnostics_element_catalog_v19.csv,DI-TXT-SUMMARY,designed_target,pending,type=section_title; region=DI-SUMMARY; binding=diagnostics.summary.title
DI-CARD-HEALTH,WS-DIAGNOSTICS,optimized,element,Карточка health,diagnostics_element_catalog_v19.csv,DI-CARD-HEALTH,designed_target,pending,type=status_card; region=DI-SUMMARY; binding=diagnostics.health.card
DI-CARD-SELFCHECK,WS-DIAGNOSTICS,optimized,element,Карточка selfcheck,diagnostics_element_catalog_v19.csv,DI-CARD-SELFCHECK,designed_target,pending,type=status_card; region=DI-SUMMARY; binding=diagnostics.selfcheck.card
DI-CARD-TRIAGE,WS-DIAGNOSTICS,optimized,element,Карточка triage,diagnostics_element_catalog_v19.csv,DI-CARD-TRIAGE,designed_target,pending,type=status_card; region=DI-SUMMARY; binding=diagnostics.triage.card
DI-CARD-AUTOSAVE,WS-DIAGNOSTICS,optimized,element,Карточка autosave,diagnostics_element_catalog_v19.csv,DI-CARD-AUTOSAVE,designed_target,pending,type=status_card; region=DI-SUMMARY; binding=diagnostics.autosave.card
DI-BADGE-GEOM,WS-DIAGNOSTICS,optimized,element,Geometry acceptance,diagnostics_element_catalog_v19.csv,DI-BADGE-GEOM,designed_target,pending,type=badge; region=DI-SUMMARY; binding=diagnostics.health.geometry_acceptance
DI-BADGE-WORKSPACE,WS-DIAGNOSTICS,optimized,element,Workspace contract,diagnostics_element_catalog_v19.csv,DI-BADGE-WORKSPACE,designed_target,pending,type=badge; region=DI-SUMMARY; binding=diagnostics.selfcheck.workspace_contract
DI-BADGE-HELPER,WS-DIAGNOSTICS,optimized,element,Helper python,diagnostics_element_catalog_v19.csv,DI-BADGE-HELPER,designed_target,pending,type=badge; region=DI-SUMMARY; binding=diagnostics.runtime.preferred_helper_python
DI-BADGE-FRESHNESS,WS-DIAGNOSTICS,optimized,element,Свежесть last bundle,diagnostics_element_catalog_v19.csv,DI-BADGE-FRESHNESS,designed_target,pending,type=badge; region=DI-SUMMARY; binding=diagnostics.latest_bundle.freshness_sec
DI-MSG-OVERVIEW,WS-DIAGNOSTICS,optimized,element,Строка обзорного сообщения,diagnostics_element_catalog_v19.csv,DI-MSG-OVERVIEW,designed_target,pending,type=message_bar; region=DI-SUMMARY; binding=diagnostics.summary.message
DI-TXT-MANIFEST,WS-DIAGNOSTICS,optimized,element,Evidence manifest,diagnostics_element_catalog_v19.csv,DI-TXT-MANIFEST,designed_target,pending,type=section_title; region=DI-MANIFEST; binding=diagnostics.manifest.title
DI-FILTER-CLASS,WS-DIAGNOSTICS,optimized,element,Фильтр по классу,diagnostics_element_catalog_v19.csv,DI-FILTER-CLASS,designed_target,pending,type=combo_box; region=DI-MANIFEST; binding=diagnostics.manifest.filter.class
DI-FILTER-SOURCE,WS-DIAGNOSTICS,optimized,element,Фильтр по producer,diagnostics_element_catalog_v19.csv,DI-FILTER-SOURCE,designed_target,pending,type=combo_box; region=DI-MANIFEST; binding=diagnostics.manifest.filter.source
DI-FILTER-STATUS,WS-DIAGNOSTICS,optimized,element,Фильтр по статусу,diagnostics_element_catalog_v19.csv,DI-FILTER-STATUS,designed_target,pending,type=combo_box; region=DI-MANIFEST; binding=diagnostics.manifest.filter.status
DI-BTN-MERGE,WS-DIAGNOSTICS,optimized,element,Слить manifest,diagnostics_element_catalog_v19.csv,DI-BTN-MERGE,designed_target,pending,type=primary_button; region=DI-MANIFEST; binding=route.diagnostics.merge_manifest
DI-BTN-DEDUPE,WS-DIAGNOSTICS,optimized,element,Дедупликация,diagnostics_element_catalog_v19.csv,DI-BTN-DEDUPE,designed_target,pending,type=secondary_button; region=DI-MANIFEST; binding=route.diagnostics.dedupe_manifest
DI-TABLE-MANIFEST,WS-DIAGNOSTICS,optimized,element,Таблица manifest,diagnostics_element_catalog_v19.csv,DI-TABLE-MANIFEST,designed_target,pending,type=data_grid; region=DI-MANIFEST; binding=diagnostics.manifest.table
DI-BTN-INCLUDE-ALL,WS-DIAGNOSTICS,optimized,element,Включить обязательное,diagnostics_element_catalog_v19.csv,DI-BTN-INCLUDE-ALL,designed_target,pending,type=secondary_button; region=DI-MANIFEST; binding=route.diagnostics.include_required
DI-BTN-CLEAR-OPTIONAL,WS-DIAGNOSTICS,optimized,element,Снять optional,diagnostics_element_catalog_v19.csv,DI-BTN-CLEAR-OPTIONAL,designed_target,pending,type=secondary_button; region=DI-MANIFEST; binding=route.diagnostics.clear_optional
DI-BTN-RELOAD-POINTERS,WS-DIAGNOSTICS,optimized,element,Перечитать pointers,diagnostics_element_catalog_v19.csv,DI-BTN-RELOAD-POINTERS,designed_target,pending,type=secondary_button; region=DI-MANIFEST; binding=route.diagnostics.reload_pointers
DI-BTN-SHOW-GAPS,WS-DIAGNOSTICS,optimized,element,Показать gaps,diagnostics_element_catalog_v19.csv,DI-BTN-SHOW-GAPS,designed_target,pending,type=secondary_button; region=DI-MANIFEST; binding=route.diagnostics.show_gaps
DI-BADGE-SOURCE-COUNT,WS-DIAGNOSTICS,optimized,element,Source,diagnostics_element_catalog_v19.csv,DI-BADGE-SOURCE-COUNT,designed_target,pending,type=badge; region=DI-MANIFEST; binding=diagnostics.manifest.source_count
DI-BADGE-DERIVED-COUNT,WS-DIAGNOSTICS,optimized,element,Derived,diagnostics_element_catalog_v19.csv,DI-BADGE-DERIVED-COUNT,designed_target,pending,type=badge; region=DI-MANIFEST; binding=diagnostics.manifest.derived_count
DI-BADGE-RUNTIME-COUNT,WS-DIAGNOSTICS,optimized,element,Runtime,diagnostics_element_catalog_v19.csv,DI-BADGE-RUNTIME-COUNT,designed_target,pending,type=badge; region=DI-MANIFEST; binding=diagnostics.manifest.runtime_count
DI-TXT-CONTENTS,WS-DIAGNOSTICS,optimized,element,Состав bundle,diagnostics_element_catalog_v19.csv,DI-TXT-CONTENTS,designed_target,pending,type=section_title; region=DI-CONTENTS; binding=diagnostics.contents.title
DI-CHK-UI-LOGS,WS-DIAGNOSTICS,optimized,element,UI логи,diagnostics_element_catalog_v19.csv,DI-CHK-UI-LOGS,designed_target,pending,type=check_box; region=DI-CONTENTS; binding=diagnostics.policy.include_ui_logs
DI-CHK-RUN-ARTIFACTS,WS-DIAGNOSTICS,optimized,element,Run artifacts,diagnostics_element_catalog_v19.csv,DI-CHK-RUN-ARTIFACTS,designed_target,pending,type=check_box; region=DI-CONTENTS; binding=diagnostics.policy.include_run_artifacts
DI-CHK-ANIM-CAPTURE,WS-DIAGNOSTICS,optimized,element,Animator capture,diagnostics_element_catalog_v19.csv,DI-CHK-ANIM-CAPTURE,designed_target,pending,type=check_box; region=DI-CONTENTS; binding=diagnostics.policy.include_animator_capture
DI-CHK-SYSTEM-INFO,WS-DIAGNOSTICS,optimized,element,System info,diagnostics_element_catalog_v19.csv,DI-CHK-SYSTEM-INFO,designed_target,pending,type=check_box; region=DI-CONTENTS; binding=diagnostics.policy.include_system_info
DI-CHK-PERF-TRACE,WS-DIAGNOSTICS,optimized,element,Perf trace,diagnostics_element_catalog_v19.csv,DI-CHK-PERF-TRACE,designed_target,pending,type=check_box; region=DI-CONTENTS; binding=diagnostics.policy.include_perf_trace
DI-CHK-BROWSER-TRACE,WS-DIAGNOSTICS,optimized,element,Browser trace,diagnostics_element_catalog_v19.csv,DI-CHK-BROWSER-TRACE,designed_target,pending,type=check_box; region=DI-CONTENTS; binding=diagnostics.policy.include_browser_trace
DI-CHK-RELEASE-META,WS-DIAGNOSTICS,optimized,element,Release metadata,diagnostics_element_catalog_v19.csv,DI-CHK-RELEASE-META,designed_target,pending,type=check_box; region=DI-CONTENTS; binding=diagnostics.policy.include_release_metadata
DI-CHK-SOURCE-ARTS,WS-DIAGNOSTICS,optimized,element,Source artifacts,diagnostics_element_catalog_v19.csv,DI-CHK-SOURCE-ARTS,designed_target,pending,type=check_box; region=DI-CONTENTS; binding=diagnostics.policy.include_source_artifacts
DI-CHK-DERIVED-ARTS,WS-DIAGNOSTICS,optimized,element,Derived artifacts,diagnostics_element_catalog_v19.csv,DI-CHK-DERIVED-ARTS,designed_target,pending,type=check_box; region=DI-CONTENTS; binding=diagnostics.policy.include_derived_artifacts
DI-CHK-RUNTIME-ARTS,WS-DIAGNOSTICS,optimized,element,Runtime artifacts,diagnostics_element_catalog_v19.csv,DI-CHK-RUNTIME-ARTS,designed_target,pending,type=check_box; region=DI-CONTENTS; binding=diagnostics.policy.include_runtime_artifacts
DI-TXT-SIZE-EST,WS-DIAGNOSTICS,optimized,element,Оценка размера,diagnostics_element_catalog_v19.csv,DI-TXT-SIZE-EST,designed_target,pending,type=label; region=DI-CONTENTS; binding=diagnostics.contents.size_estimate
DI-BADGE-SIZE-EST,WS-DIAGNOSTICS,optimized,element,Размер bundle,diagnostics_element_catalog_v19.csv,DI-BADGE-SIZE-EST,designed_target,pending,type=badge; region=DI-CONTENTS; binding=diagnostics.contents.size_estimate_bytes
DI-INPUT-NOTES,WS-DIAGNOSTICS,optimized,element,Заметка к bundle,diagnostics_element_catalog_v19.csv,DI-INPUT-NOTES,designed_target,pending,type=text_area; region=DI-CONTENTS; binding=diagnostics.bundle.notes
DI-TXT-HEALTH,WS-DIAGNOSTICS,optimized,element,Health / triage / selfcheck,diagnostics_element_catalog_v19.csv,DI-TXT-HEALTH,designed_target,pending,type=section_title; region=DI-HEALTH; binding=diagnostics.health.title
DI-BADGE-HEALTH-STATUS,WS-DIAGNOSTICS,optimized,element,Health status,diagnostics_element_catalog_v19.csv,DI-BADGE-HEALTH-STATUS,designed_target,pending,type=badge; region=DI-HEALTH; binding=diagnostics.health.status
DI-BADGE-TRIAGE-STATUS,WS-DIAGNOSTICS,optimized,element,Triage status,diagnostics_element_catalog_v19.csv,DI-BADGE-TRIAGE-STATUS,designed_target,pending,type=badge; region=DI-HEALTH; binding=diagnostics.triage.status
DI-BADGE-GEOMETRY,WS-DIAGNOSTICS,optimized,element,Geometry acceptance,diagnostics_element_catalog_v19.csv,DI-BADGE-GEOMETRY,designed_target,pending,type=badge; region=DI-HEALTH; binding=diagnostics.health.geometry_acceptance
DI-BADGE-EXPORT-VALID,WS-DIAGNOSTICS,optimized,element,Export validation,diagnostics_element_catalog_v19.csv,DI-BADGE-EXPORT-VALID,designed_target,pending,type=badge; region=DI-HEALTH; binding=diagnostics.health.export_validation
DI-BTN-OPEN-HEALTH,WS-DIAGNOSTICS,optimized,element,Открыть health report,diagnostics_element_catalog_v19.csv,DI-BTN-OPEN-HEALTH,designed_target,pending,type=secondary_button; region=DI-HEALTH; binding=route.diagnostics.open_health
DI-BTN-OPEN-TRIAGE,WS-DIAGNOSTICS,optimized,element,Открыть triage report,diagnostics_element_catalog_v19.csv,DI-BTN-OPEN-TRIAGE,designed_target,pending,type=secondary_button; region=DI-HEALTH; binding=route.diagnostics.open_triage
DI-BTN-STANDARD-SELFCHECK,WS-DIAGNOSTICS,optimized,element,Запустить standard selfcheck,diagnostics_element_catalog_v19.csv,DI-BTN-STANDARD-SELFCHECK,designed_target,pending,type=secondary_button; region=DI-HEALTH; binding=route.diagnostics.run_standard_selfcheck
DI-BTN-FULL-SELFCHECK,WS-DIAGNOSTICS,optimized,element,Запустить full selfcheck,diagnostics_element_catalog_v19.csv,DI-BTN-FULL-SELFCHECK,designed_target,pending,type=secondary_button; region=DI-HEALTH; binding=route.diagnostics.run_full_selfcheck
DI-BADGE-STD-STATUS,WS-DIAGNOSTICS,optimized,element,Standard,diagnostics_element_catalog_v19.csv,DI-BADGE-STD-STATUS,designed_target,pending,type=badge; region=DI-HEALTH; binding=diagnostics.selfcheck.standard_status
DI-BADGE-FULL-STATUS,WS-DIAGNOSTICS,optimized,element,Full,diagnostics_element_catalog_v19.csv,DI-BADGE-FULL-STATUS,designed_target,pending,type=badge; region=DI-HEALTH; binding=diagnostics.selfcheck.full_status
DI-VIEW-HEALTH-MD,WS-DIAGNOSTICS,optimized,element,Просмотр markdown health report,diagnostics_element_catalog_v19.csv,DI-VIEW-HEALTH-MD,designed_target,pending,type=markdown_view; region=DI-HEALTH; binding=diagnostics.health.markdown
DI-VIEW-TRIAGE-MD,WS-DIAGNOSTICS,optimized,element,Просмотр markdown triage report,diagnostics_element_catalog_v19.csv,DI-VIEW-TRIAGE-MD,designed_target,pending,type=markdown_view; region=DI-HEALTH; binding=diagnostics.triage.markdown
DI-LIST-EVIDENCE-GAPS,WS-DIAGNOSTICS,optimized,element,Список evidence gaps,diagnostics_element_catalog_v19.csv,DI-LIST-EVIDENCE-GAPS,designed_target,pending,type=list_view; region=DI-HEALTH; binding=diagnostics.health.evidence_gaps
DI-LIST-HELPER-ERRORS,WS-DIAGNOSTICS,optimized,element,Список helper/runtime ошибок,diagnostics_element_catalog_v19.csv,DI-LIST-HELPER-ERRORS,designed_target,pending,type=list_view; region=DI-HEALTH; binding=diagnostics.runtime.errors
DI-TXT-ACTIONS,WS-DIAGNOSTICS,optimized,element,Финализация и отправка,diagnostics_element_catalog_v19.csv,DI-TXT-ACTIONS,designed_target,pending,type=section_title; region=DI-ACTIONS; binding=diagnostics.actions.title
DI-BTN-BUILD,WS-DIAGNOSTICS,optimized,element,Собрать SEND bundle,diagnostics_element_catalog_v19.csv,DI-BTN-BUILD,designed_target,pending,type=primary_button; region=DI-ACTIONS; binding=route.diagnostics.build_bundle
DI-BTN-OPEN-BUNDLE,WS-DIAGNOSTICS,optimized,element,Открыть final zip,diagnostics_element_catalog_v19.csv,DI-BTN-OPEN-BUNDLE,designed_target,pending,type=secondary_button; region=DI-ACTIONS; binding=route.diagnostics.open_final_zip
DI-BTN-OPEN-FOLDER,WS-DIAGNOSTICS,optimized,element,Открыть папку,diagnostics_element_catalog_v19.csv,DI-BTN-OPEN-FOLDER,designed_target,pending,type=secondary_button; region=DI-ACTIONS; binding=route.diagnostics.open_folder
DI-BTN-COPY-PATH,WS-DIAGNOSTICS,optimized,element,Скопировать путь,diagnostics_element_catalog_v19.csv,DI-BTN-COPY-PATH,designed_target,pending,type=secondary_button; region=DI-ACTIONS; binding=route.diagnostics.copy_path
DI-BTN-COPY-SHA,WS-DIAGNOSTICS,optimized,element,Скопировать SHA256,diagnostics_element_catalog_v19.csv,DI-BTN-COPY-SHA,designed_target,pending,type=secondary_button; region=DI-ACTIONS; binding=route.diagnostics.copy_sha
DI-BTN-EXPORT-MANIFEST,WS-DIAGNOSTICS,optimized,element,Сохранить manifest,diagnostics_element_catalog_v19.csv,DI-BTN-EXPORT-MANIFEST,designed_target,pending,type=secondary_button; region=DI-ACTIONS; binding=route.diagnostics.export_manifest
DI-BTN-SEND-MANUAL,WS-DIAGNOSTICS,optimized,element,Отправить вручную,diagnostics_element_catalog_v19.csv,DI-BTN-SEND-MANUAL,designed_target,pending,type=secondary_button; region=DI-ACTIONS; binding=route.diagnostics.send_manual
DI-INPUT-SEND-TARGET,WS-DIAGNOSTICS,optimized,element,Канал/адрес отправки,diagnostics_element_catalog_v19.csv,DI-INPUT-SEND-TARGET,designed_target,pending,type=text_field; region=DI-ACTIONS; binding=diagnostics.send.target
DI-BADGE-SEND-READY,WS-DIAGNOSTICS,optimized,element,Готовность к отправке,diagnostics_element_catalog_v19.csv,DI-BADGE-SEND-READY,designed_target,pending,type=badge; region=DI-ACTIONS; binding=diagnostics.send.ready
DI-LIST-BUILD-PHASES,WS-DIAGNOSTICS,optimized,element,Список фаз сборки,diagnostics_element_catalog_v19.csv,DI-LIST-BUILD-PHASES,designed_target,pending,type=list_view; region=DI-ACTIONS; binding=diagnostics.bundle.phases
DI-LIST-BUILD-OUTPUTS,WS-DIAGNOSTICS,optimized,element,Список ожидаемых outputs,diagnostics_element_catalog_v19.csv,DI-LIST-BUILD-OUTPUTS,designed_target,pending,type=list_view; region=DI-ACTIONS; binding=diagnostics.bundle.outputs
DI-TXT-INSPECTOR,WS-DIAGNOSTICS,optimized,element,Свойства и пояснения,diagnostics_element_catalog_v19.csv,DI-TXT-INSPECTOR,designed_target,pending,type=section_title; region=DI-INSPECTOR; binding=diagnostics.inspector.title
DI-BADGE-SELECTED-TYPE,WS-DIAGNOSTICS,optimized,element,Тип выбранного объекта,diagnostics_element_catalog_v19.csv,DI-BADGE-SELECTED-TYPE,designed_target,pending,type=badge; region=DI-INSPECTOR; binding=diagnostics.inspector.selected_type
DI-BADGE-SELECTED-SOURCE,WS-DIAGNOSTICS,optimized,element,Источник,diagnostics_element_catalog_v19.csv,DI-BADGE-SELECTED-SOURCE,designed_target,pending,type=badge; region=DI-INSPECTOR; binding=diagnostics.inspector.selected_source
DI-BADGE-PRODUCER,WS-DIAGNOSTICS,optimized,element,Producer workspace,diagnostics_element_catalog_v19.csv,DI-BADGE-PRODUCER,designed_target,pending,type=badge; region=DI-INSPECTOR; binding=diagnostics.inspector.producer
DI-VIEW-HELP,WS-DIAGNOSTICS,optimized,element,Развёрнутая помощь,diagnostics_element_catalog_v19.csv,DI-VIEW-HELP,designed_target,pending,type=help_panel; region=DI-INSPECTOR; binding=help.diagnostics.selected
DI-VIEW-PROPERTIES,WS-DIAGNOSTICS,optimized,element,Свойства выбранного evidence item,diagnostics_element_catalog_v19.csv,DI-VIEW-PROPERTIES,designed_target,pending,type=property_panel; region=DI-INSPECTOR; binding=diagnostics.inspector.properties
DI-LIST-WARNING-LINKS,WS-DIAGNOSTICS,optimized,element,Связанные warnings,diagnostics_element_catalog_v19.csv,DI-LIST-WARNING-LINKS,designed_target,pending,type=list_view; region=DI-INSPECTOR; binding=diagnostics.inspector.warning_links
DI-LIST-ARTIFACT-POINTERS,WS-DIAGNOSTICS,optimized,element,Связанные artifact pointers,diagnostics_element_catalog_v19.csv,DI-LIST-ARTIFACT-POINTERS,designed_target,pending,type=list_view; region=DI-INSPECTOR; binding=diagnostics.inspector.artifact_pointers
DI-BTN-OPEN-ARTIFACT,WS-DIAGNOSTICS,optimized,element,Открыть артефакт,diagnostics_element_catalog_v19.csv,DI-BTN-OPEN-ARTIFACT,designed_target,pending,type=secondary_button; region=DI-INSPECTOR; binding=route.diagnostics.open_artifact
DI-BTN-SHOW-IN-FOLDER,WS-DIAGNOSTICS,optimized,element,Показать в папке,diagnostics_element_catalog_v19.csv,DI-BTN-SHOW-IN-FOLDER,designed_target,pending,type=secondary_button; region=DI-INSPECTOR; binding=route.diagnostics.show_in_folder
DI-BADGE-PHASE,WS-DIAGNOSTICS,optimized,element,Фаза,diagnostics_element_catalog_v19.csv,DI-BADGE-PHASE,designed_target,pending,type=badge; region=DI-STATUS; binding=diagnostics.bundle.phase
DI-PROGRESS-BUILD,WS-DIAGNOSTICS,optimized,element,Ход сборки,diagnostics_element_catalog_v19.csv,DI-PROGRESS-BUILD,designed_target,pending,type=progress_bar; region=DI-STATUS; binding=diagnostics.bundle.progress
DI-TXT-STATUS-MSG,WS-DIAGNOSTICS,optimized,element,Строка статуса,diagnostics_element_catalog_v19.csv,DI-TXT-STATUS-MSG,designed_target,pending,type=status_text; region=DI-STATUS; binding=diagnostics.status.message
DI-BADGE-WORKSPACE-DIR,WS-DIAGNOSTICS,optimized,element,Workspace,diagnostics_element_catalog_v19.csv,DI-BADGE-WORKSPACE-DIR,designed_target,pending,type=badge; region=DI-STATUS; binding=diagnostics.runtime.workspace
DI-BADGE-UI-LOG-DIR,WS-DIAGNOSTICS,optimized,element,UI log dir,diagnostics_element_catalog_v19.csv,DI-BADGE-UI-LOG-DIR,designed_target,pending,type=badge; region=DI-STATUS; binding=diagnostics.runtime.ui_log_dir
DI-BADGE-HELPER-PY,WS-DIAGNOSTICS,optimized,element,Helper python,diagnostics_element_catalog_v19.csv,DI-BADGE-HELPER-PY,designed_target,pending,type=badge; region=DI-STATUS; binding=diagnostics.runtime.preferred_helper_python
DI-BADGE-LATEST-POINTER,WS-DIAGNOSTICS,optimized,element,Latest pointer,diagnostics_element_catalog_v19.csv,DI-BADGE-LATEST-POINTER,designed_target,pending,type=badge; region=DI-STATUS; binding=diagnostics.latest_bundle.path
DI-BADGE-AUTOSAVE,WS-DIAGNOSTICS,optimized,element,Autosave mode,diagnostics_element_catalog_v19.csv,DI-BADGE-AUTOSAVE,designed_target,pending,type=badge; region=DI-STATUS; binding=diagnostics.autosave.mode
