id,название,структура_развёрнутого_описания
HELP-MN-GATE-PREVIEW,,"{""id"": ""HELP-MN-GATE-PREVIEW"", ""название"": ""Причины gate"", ""структура_развёрнутого_описания"": {""что_это"": ""Причины gate"", ""зачем_нужно"": ""Почему кандидаты не прошли."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-MN-RUN-DIR,,"{""id"": ""HELP-MN-RUN-DIR"", ""название"": ""Каталог запуска"", ""структура_развёрнутого_описания"": {""что_это"": ""Каталог запуска"", ""зачем_нужно"": ""Где лежат артефакты."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-DG-INCLUDE-WORKSPACE,,"{""id"": ""HELP-DG-INCLUDE-WORKSPACE"", ""название"": ""Включать рабочий каталог"", ""структура_развёрнутого_описания"": {""что_это"": ""Включать рабочий каталог"", ""зачем_нужно"": ""Добавлять ли workspace."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-DG-INCLUDE-ROADS,,"{""id"": ""HELP-DG-INCLUDE-ROADS"", ""название"": ""Включать дороги и манёвры"", ""структура_развёрнутого_описания"": {""что_это"": ""Включать дороги и манёвры"", ""зачем_нужно"": ""Добавлять ли профили дорог и манёвров."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-DG-INCLUDE-OPT-RUNS,,"{""id"": ""HELP-DG-INCLUDE-OPT-RUNS"", ""название"": ""Включать opt_runs"", ""структура_развёрнутого_описания"": {""что_это"": ""Включать opt_runs"", ""зачем_нужно"": ""Добавлять ли каталоги оптимизации."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-DG-INCLUDE-EXPORTS,,"{""id"": ""HELP-DG-INCLUDE-EXPORTS"", ""название"": ""Включать exports"", ""структура_развёрнутого_описания"": {""что_это"": ""Включать exports"", ""зачем_нужно"": ""Добавлять ли exports."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-DG-INCLUDE-PERF,,"{""id"": ""HELP-DG-INCLUDE-PERF"", ""название"": ""Включать trace производительности"", ""структура_развёрнутого_описания"": {""что_это"": ""Включать trace производительности"", ""зачем_нужно"": ""Добавлять ли trace производительности."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-DG-RETENTION-DAYS,,"{""id"": ""HELP-DG-RETENTION-DAYS"", ""название"": ""Хранить архивы, сутки"", ""структура_развёрнутого_описания"": {""что_это"": ""Хранить архивы, сутки"", ""зачем_нужно"": ""Сколько суток хранить старые архивы."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-DG-MAX-SIZE,,"{""id"": ""HELP-DG-MAX-SIZE"", ""название"": ""Максимальный размер архива, мегабайты"", ""структура_развёрнутого_описания"": {""что_это"": ""Максимальный размер архива, мегабайты"", ""зачем_нужно"": ""Лимит размера архива."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-DG-NAMING,,"{""id"": ""HELP-DG-NAMING"", ""название"": ""Формат имени архива"", ""структура_развёрнутого_описания"": {""что_это"": ""Формат имени архива"", ""зачем_нужно"": ""Шаблон имени архива."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-DG-LAST-PATH,,"{""id"": ""HELP-DG-LAST-PATH"", ""название"": ""Последний архив"", ""структура_развёрнутого_описания"": {""что_это"": ""Последний архив"", ""зачем_нужно"": ""Путь к последнему архиву."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-DG-LAST-TIME,,"{""id"": ""HELP-DG-LAST-TIME"", ""название"": ""Время последней сборки"", ""структура_развёрнутого_описания"": {""что_это"": ""Время последней сборки"", ""зачем_нужно"": ""Когда последний раз успешно собран архив."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-DG-FRESHNESS,,"{""id"": ""HELP-DG-FRESHNESS"", ""название"": ""Свежесть архива, минуты"", ""структура_развёрнутого_описания"": {""что_это"": ""Свежесть архива, минуты"", ""зачем_нужно"": ""Возраст последнего архива."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-DG-AUTOSAVE-EXIT,,"{""id"": ""HELP-DG-AUTOSAVE-EXIT"", ""название"": ""Автосохранение при выходе"", ""структура_развёрнутого_описания"": {""что_это"": ""Автосохранение при выходе"", ""зачем_нужно"": ""Сохранять пакет при штатном выходе."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-DG-AUTOSAVE-CRASH,,"{""id"": ""HELP-DG-AUTOSAVE-CRASH"", ""название"": ""Автосохранение при аварии"", ""структура_развёрнутого_описания"": {""что_это"": ""Автосохранение при аварии"", ""зачем_нужно"": ""Сохранять пакет при аварии."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-SH-TITLEBAR-ICON,Иконка окна,"{""что_это"": ""Иконка окна"", ""зачем_нужно"": ""Открывает системное меню и помогает идентифицировать окно."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля, объекта или режима."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""SH-CMD-SEARCH"", ""SH-PRIMARY-ACTION""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-SH-TITLEBAR-TEXT,Заголовок окна и документа,"{""что_это"": ""Заголовок окна и документа"", ""зачем_нужно"": ""Показывает имя приложения, проекта и при необходимости состояние документа."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля, объекта или режима."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""SH-CMD-SEARCH"", ""SH-PRIMARY-ACTION""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-SH-TITLEBAR-STATE,Подзаголовок состояния окна,"{""что_это"": ""Подзаголовок состояния окна"", ""зачем_нужно"": ""Показывает краткое состояние вроде «Редактирование», «Расчёт», «Просмотр»."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля, объекта или режима."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""SH-CMD-SEARCH"", ""SH-PRIMARY-ACTION""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-SH-CMD-UNDO,Отменить действие,"{""что_это"": ""Отменить действие"", ""зачем_нужно"": ""Отменяет последнее семантическое изменение модели, сценария или layout."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля, объекта или режима."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""SH-CMD-SEARCH"", ""SH-PRIMARY-ACTION""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-SH-CMD-REDO,Повторить действие,"{""что_это"": ""Повторить действие"", ""зачем_нужно"": ""Повторяет ранее отменённое семантическое действие."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля, объекта или режима."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""SH-CMD-SEARCH"", ""SH-PRIMARY-ACTION""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-SH-MESSAGE-BAR,Строка сообщений,"{""что_это"": ""Строка сообщений"", ""зачем_нужно"": ""Показывает текущие ошибки, предупреждения и информационные сообщения без модального окна."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля, объекта или режима."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""SH-CMD-SEARCH"", ""SH-PRIMARY-ACTION""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-SH-LEFT-SPLITTER,Левый splitter,"{""что_это"": ""Левый splitter"", ""зачем_нужно"": ""Позволяет изменять ширину левой панели и закрепляет пространственную память."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля, объекта или режима."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""SH-CMD-SEARCH"", ""SH-PRIMARY-ACTION""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-SH-RIGHT-SPLITTER,Правый splitter,"{""что_это"": ""Правый splitter"", ""зачем_нужно"": ""Позволяет изменять ширину правой панели свойств и справки."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля, объекта или режима."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""SH-CMD-SEARCH"", ""SH-PRIMARY-ACTION""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-SH-BOTTOM-SPLITTER,Нижний splitter,"{""что_это"": ""Нижний splitter"", ""зачем_нужно"": ""Регулирует высоту монитора, таблицы и нижних панелей, не скрывая статус."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля, объекта или режима."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""SH-CMD-SEARCH"", ""SH-PRIMARY-ACTION""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-SH-SCROLL-CENTER-V,Вертикальный скролл центральной области,"{""что_это"": ""Вертикальный скролл центральной области"", ""зачем_нужно"": ""Даёт доступ к содержимому, которое не помещается в рабочую область после уменьшения окна."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля, объекта или режима."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""SH-CMD-SEARCH"", ""SH-PRIMARY-ACTION""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-SH-SCROLL-INSPECTOR-V,Вертикальный скролл правой панели,"{""что_это"": ""Вертикальный скролл правой панели"", ""зачем_нужно"": ""Позволяет просмотреть длинное содержимое свойств и help без изменения роли панели."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля, объекта или режима."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""SH-CMD-SEARCH"", ""SH-PRIMARY-ACTION""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-SH-SCROLL-GRID-H,Горизонтальный скролл таблиц,"{""что_это"": ""Горизонтальный скролл таблиц"", ""зачем_нужно"": ""Делает доступными скрытые колонки таблиц при сохранении закреплённой первой колонки."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля, объекта или режима."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""SH-CMD-SEARCH"", ""SH-PRIMARY-ACTION""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-RG-EMPTY-SCENARIO-STATE,Пустое состояние сценариев,"{""что_это"": ""Пустое состояние сценариев"", ""зачем_нужно"": ""Штатно показывает, что сценарий ещё не выбран или не создан."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля, объекта или режима."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""RG-SEGMENT-LIST"", ""RG-PLAN-VIEW"", ""RG-LONG-PROFILE-VIEW"", ""RG-CROSSFALL-VIEW""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-RG-START-END-LOCK-BANNER,Баннер автозамыкания кольца,"{""что_это"": ""Баннер автозамыкания кольца"", ""зачем_нужно"": ""Поясняет, что последний сегмент автоматически замыкается на начальные условия сегмента 0."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля, объекта или режима."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""RG-SEGMENT-LIST"", ""RG-PLAN-VIEW"", ""RG-LONG-PROFILE-VIEW"", ""RG-CROSSFALL-VIEW""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-OP-OBJECTIVE-MISMATCH-BANNER,Баннер расхождения контрактов оптимизации,"{""что_это"": ""Баннер расхождения контрактов оптимизации"", ""зачем_нужно"": ""Показывает, что выбранный исторический run или baseline был получен на другом objective contract."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля, объекта или режима."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""OP-MODE-SELECT"", ""OP-OBJECTIVE-STACK"", ""OP-HARD-GATE""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-OP-STAGE-POLICY-SUMMARY,Сводка stage policy,"{""что_это"": ""Сводка stage policy"", ""зачем_нужно"": ""Показывает focus/explore budget, top-k и seed/promotion policy текущего staged режима."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля, объекта или режима."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""OP-MODE-SELECT"", ""OP-OBJECTIVE-STACK"", ""OP-HARD-GATE""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-RS-COMPARE-PICKER,Селектор сравнения прогонов,"{""что_это"": ""Селектор сравнения прогонов"", ""зачем_нужно"": ""Позволяет выбрать baseline и сравниваемый run без скрытых переходов."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля, объекта или режима."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-AM-PLAY-PAUSE,Запуск и пауза анимации,"{""что_это"": ""Запуск и пауза анимации"", ""зачем_нужно"": ""Запускает или останавливает проигрывание текущего anim_latest."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля, объекта или режима."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""AM-VIEWPORT"", ""AM-VIEWCUBE"", ""AM-TIMELINE""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-AM-PLAYBACK-SPEED,Скорость проигрывания,"{""что_это"": ""Скорость проигрывания"", ""зачем_нужно"": ""Выбирает скорость воспроизведения без изменения геометрического окна дороги."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Километры в час или коэффициент скорости, согласно выбранному режиму воспроизведения."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""AM-VIEWPORT"", ""AM-VIEWCUBE"", ""AM-TIMELINE""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-AM-TIME-READOUT,Текущее время анимации,"{""что_это"": ""Текущее время анимации"", ""зачем_нужно"": ""Показывает текущее модельное время и длину временного ряда."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Секунды."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""AM-VIEWPORT"", ""AM-VIEWCUBE"", ""AM-TIMELINE""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-AM-GROUND-PLANE,Фоновая плоскость сцены,"{""что_это"": ""Фоновая плоскость сцены"", ""зачем_нужно"": ""Включает лёгкую фоновую землю и предотвращает ощущение чёрной пустоты за пределами дороги."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля, объекта или режима."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""AM-VIEWPORT"", ""AM-VIEWCUBE"", ""AM-TIMELINE""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-AM-SELECTION-SYNC,Синхронизация выбора со сценой,"{""что_это"": ""Синхронизация выбора со сценой"", ""зачем_нужно"": ""Связывает выделение объекта в дереве, инспекторе и 3D viewport."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля, объекта или режима."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""AM-VIEWPORT"", ""AM-VIEWCUBE"", ""AM-TIMELINE""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
HELP-DG-BUNDLE-CONTENTS,Состав диагностического пакета,"{""что_это"": ""Состав диагностического пакета"", ""зачем_нужно"": ""Показывает, какие разделы войдут в bundle, и даёт ими управлять."", ""как_влияет_на_поток"": ""Элемент сокращает число лишних переходов и делает следующий шаг пользователя явным."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля, объекта или режима."", ""ограничения_и_валидация"": ""Состояние, доступность и следующая команда определяются активным workspace, source-of-truth доменом и контекстом выбора."", ""связанные_элементы"": [""SH-DIAG-BUTTON""], ""где_пользователь_видит_результат"": ""В текущем рабочем регионе, в связанном preview, в правой панели или в строке состояния.""}"
