node_id,scope,surface,kind,label_current,label_recommended,semantic_issue,severity,why_it_hurts,status,semantic_quality_score_1_5
DI-BADGE-HELPER,optimized,WS-DIAGNOSTICS,badge,Helper python,Helper python,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BADGE-FRESHNESS,optimized,WS-DIAGNOSTICS,badge,Свежесть last bundle,Свежесть last архив диагностики,mixed_language,medium,В пользовательском слое предпочесть «архив диагностики».,rewrite,3
DI-MSG-OVERVIEW,optimized,WS-DIAGNOSTICS,message_bar,Строка обзорного сообщения,Строка обзорного сообщения,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-TXT-MANIFEST,optimized,WS-DIAGNOSTICS,section_title,Evidence manifest,Evidence manifest,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FILTER-CLASS,optimized,WS-DIAGNOSTICS,combo_box,Фильтр по классу,Фильтр по классу,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FILTER-SOURCE,optimized,WS-DIAGNOSTICS,combo_box,Фильтр по producer,Фильтр по producer,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FILTER-STATUS,optimized,WS-DIAGNOSTICS,combo_box,Фильтр по статусу,Фильтр по статусу,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BTN-MERGE,optimized,WS-DIAGNOSTICS,primary_button,Слить manifest,Слить manifest,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BTN-DEDUPE,optimized,WS-DIAGNOSTICS,secondary_button,Дедупликация,Дедупликация,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-TABLE-MANIFEST,optimized,WS-DIAGNOSTICS,data_grid,Таблица manifest,Таблица manifest,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BTN-INCLUDE-ALL,optimized,WS-DIAGNOSTICS,secondary_button,Включить обязательное,Включить обязательное,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BTN-CLEAR-OPTIONAL,optimized,WS-DIAGNOSTICS,secondary_button,Снять optional,Снять optional,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BTN-RELOAD-POINTERS,optimized,WS-DIAGNOSTICS,secondary_button,Перечитать pointers,Перечитать pointers,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BTN-SHOW-GAPS,optimized,WS-DIAGNOSTICS,secondary_button,Показать gaps,Показать gaps,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BADGE-SOURCE-COUNT,optimized,WS-DIAGNOSTICS,badge,Source,Source,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BADGE-DERIVED-COUNT,optimized,WS-DIAGNOSTICS,badge,Derived,Derived,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BADGE-RUNTIME-COUNT,optimized,WS-DIAGNOSTICS,badge,Runtime,Runtime,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-TXT-CONTENTS,optimized,WS-DIAGNOSTICS,section_title,Состав bundle,Состав архив диагностики,mixed_language,medium,В пользовательском слое предпочесть «архив диагностики».,rewrite,3
DI-CHK-UI-LOGS,optimized,WS-DIAGNOSTICS,check_box,UI логи,UI логи,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-CHK-RUN-ARTIFACTS,optimized,WS-DIAGNOSTICS,check_box,Run artifacts,Run artifacts,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-CHK-ANIM-CAPTURE,optimized,WS-DIAGNOSTICS,check_box,Animator capture,Animator capture,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-CHK-SYSTEM-INFO,optimized,WS-DIAGNOSTICS,check_box,System info,System info,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-CHK-PERF-TRACE,optimized,WS-DIAGNOSTICS,check_box,Perf trace,Perf trace,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-CHK-BROWSER-TRACE,optimized,WS-DIAGNOSTICS,check_box,Browser trace,Browser trace,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-CHK-RELEASE-META,optimized,WS-DIAGNOSTICS,check_box,Release metadata,Release metadata,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-CHK-SOURCE-ARTS,optimized,WS-DIAGNOSTICS,check_box,Source artifacts,Source artifacts,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-CHK-DERIVED-ARTS,optimized,WS-DIAGNOSTICS,check_box,Derived artifacts,Derived artifacts,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-CHK-RUNTIME-ARTS,optimized,WS-DIAGNOSTICS,check_box,Runtime artifacts,Runtime artifacts,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-TXT-SIZE-EST,optimized,WS-DIAGNOSTICS,label,Оценка размера,Оценка размера,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BADGE-SIZE-EST,optimized,WS-DIAGNOSTICS,badge,Размер bundle,Размер архив диагностики,mixed_language,medium,В пользовательском слое предпочесть «архив диагностики».,rewrite,3
DI-INPUT-NOTES,optimized,WS-DIAGNOSTICS,text_area,Заметка к bundle,Заметка к архив диагностики,mixed_language,medium,В пользовательском слое предпочесть «архив диагностики».,rewrite,3
DI-TXT-HEALTH,optimized,WS-DIAGNOSTICS,section_title,Health / triage / selfcheck,Health / triage / самопроверка,mixed_language,medium,Заменить на «самопроверка».,rewrite,3
DI-BADGE-HEALTH-STATUS,optimized,WS-DIAGNOSTICS,badge,Health status,Health status,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BADGE-TRIAGE-STATUS,optimized,WS-DIAGNOSTICS,badge,Triage status,Triage status,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BADGE-GEOMETRY,optimized,WS-DIAGNOSTICS,badge,Geometry acceptance,Geometry acceptance,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BADGE-EXPORT-VALID,optimized,WS-DIAGNOSTICS,badge,Export validation,Export validation,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BTN-OPEN-HEALTH,optimized,WS-DIAGNOSTICS,secondary_button,Открыть health report,Открыть health report,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BTN-OPEN-TRIAGE,optimized,WS-DIAGNOSTICS,secondary_button,Открыть triage report,Открыть triage report,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BTN-STANDARD-SELFCHECK,optimized,WS-DIAGNOSTICS,secondary_button,Запустить standard selfcheck,Запустить standard самопроверка,mixed_language,medium,Заменить на «самопроверка».,rewrite,3
DI-BTN-FULL-SELFCHECK,optimized,WS-DIAGNOSTICS,secondary_button,Запустить full selfcheck,Запустить full самопроверка,mixed_language,medium,Заменить на «самопроверка».,rewrite,3
DI-BADGE-STD-STATUS,optimized,WS-DIAGNOSTICS,badge,Standard,Standard,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BADGE-FULL-STATUS,optimized,WS-DIAGNOSTICS,badge,Full,Full,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-VIEW-HEALTH-MD,optimized,WS-DIAGNOSTICS,markdown_view,Просмотр markdown health report,Просмотр markdown health report,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-VIEW-TRIAGE-MD,optimized,WS-DIAGNOSTICS,markdown_view,Просмотр markdown triage report,Просмотр markdown triage report,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-LIST-EVIDENCE-GAPS,optimized,WS-DIAGNOSTICS,list_view,Список evidence gaps,Список evidence gaps,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-LIST-HELPER-ERRORS,optimized,WS-DIAGNOSTICS,list_view,Список helper/runtime ошибок,Список helper/runtime ошибок,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-TXT-ACTIONS,optimized,WS-DIAGNOSTICS,section_title,Финализация и отправка,Финализация и отправка,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BTN-BUILD,optimized,WS-DIAGNOSTICS,primary_button,Собрать SEND bundle,Собрать SEND архив диагностики,mixed_language,medium,В пользовательском слое предпочесть «архив диагностики».,rewrite,3
DI-BTN-OPEN-BUNDLE,optimized,WS-DIAGNOSTICS,secondary_button,Открыть final zip,Открыть final zip,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BTN-OPEN-FOLDER,optimized,WS-DIAGNOSTICS,secondary_button,Открыть папку,Открыть папку,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BTN-COPY-PATH,optimized,WS-DIAGNOSTICS,secondary_button,Скопировать путь,Скопировать путь,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BTN-COPY-SHA,optimized,WS-DIAGNOSTICS,secondary_button,Скопировать SHA256,Скопировать SHA256,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BTN-EXPORT-MANIFEST,optimized,WS-DIAGNOSTICS,secondary_button,Сохранить manifest,Сохранить manifest,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BTN-SEND-MANUAL,optimized,WS-DIAGNOSTICS,secondary_button,Отправить вручную,Отправить вручную,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-INPUT-SEND-TARGET,optimized,WS-DIAGNOSTICS,text_field,Канал/адрес отправки,Канал/адрес отправки,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BADGE-SEND-READY,optimized,WS-DIAGNOSTICS,badge,Готовность к отправке,Готовность к отправке,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-LIST-BUILD-PHASES,optimized,WS-DIAGNOSTICS,list_view,Список фаз сборки,Список фаз сборки,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-LIST-BUILD-OUTPUTS,optimized,WS-DIAGNOSTICS,list_view,Список ожидаемых outputs,Список ожидаемых outputs,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-TXT-INSPECTOR,optimized,WS-DIAGNOSTICS,section_title,Свойства и пояснения,Свойства и пояснения,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BADGE-SELECTED-TYPE,optimized,WS-DIAGNOSTICS,badge,Тип выбранного объекта,Тип выбранного объекта,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BADGE-SELECTED-SOURCE,optimized,WS-DIAGNOSTICS,badge,Источник,Источник,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BADGE-PRODUCER,optimized,WS-DIAGNOSTICS,badge,Producer workspace,Producer рабочее пространство,mixed_language,medium,Заменить на «рабочее пространство».,rewrite,3
DI-VIEW-HELP,optimized,WS-DIAGNOSTICS,help_panel,Развёрнутая помощь,Развёрнутая помощь,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-VIEW-PROPERTIES,optimized,WS-DIAGNOSTICS,property_panel,Свойства выбранного evidence item,Свойства выбранного evidence item,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-LIST-WARNING-LINKS,optimized,WS-DIAGNOSTICS,list_view,Связанные warnings,Связанные warnings,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-LIST-ARTIFACT-POINTERS,optimized,WS-DIAGNOSTICS,list_view,Связанные artifact pointers,Связанные artifact pointers,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BTN-OPEN-ARTIFACT,optimized,WS-DIAGNOSTICS,secondary_button,Открыть артефакт,Открыть артефакт,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BTN-SHOW-IN-FOLDER,optimized,WS-DIAGNOSTICS,secondary_button,Показать в папке,Показать в папке,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BADGE-PHASE,optimized,WS-DIAGNOSTICS,badge,Фаза,Фаза,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-PROGRESS-BUILD,optimized,WS-DIAGNOSTICS,progress_bar,Ход сборки,Ход сборки,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-TXT-STATUS-MSG,optimized,WS-DIAGNOSTICS,status_text,Строка статуса,Строка статуса,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BADGE-WORKSPACE-DIR,optimized,WS-DIAGNOSTICS,badge,Workspace,рабочее пространство,mixed_language,medium,Заменить на «рабочее пространство».,rewrite,3
DI-BADGE-UI-LOG-DIR,optimized,WS-DIAGNOSTICS,badge,UI log dir,UI log dir,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BADGE-HELPER-PY,optimized,WS-DIAGNOSTICS,badge,Helper python,Helper python,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BADGE-LATEST-POINTER,optimized,WS-DIAGNOSTICS,badge,Latest pointer,Latest pointer,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BADGE-AUTOSAVE,optimized,WS-DIAGNOSTICS,badge,Autosave mode,Autosave mode,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-BADGE-SESSION-STATUS,optimized,WS-DIAGNOSTICS,badge,Статус UI-сессии,Статус UI-сессии,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-DIAGNOSTICS-scope_selected_context,optimized,WS-DIAGNOSTICS,field_group,scope selected_context,scope selected_context,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-DIAGNOSTICS-scope_diagnostics_manifest,optimized,WS-DIAGNOSTICS,field_group,scope diagnostics_manifest,scope diagnostics_manifest,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-DIAGNOSTICS-scope_bundle,optimized,WS-DIAGNOSTICS,field_group,scope bundle,scope архив диагностики,mixed_language,medium,В пользовательском слое предпочесть «архив диагностики».,rewrite,3
FIELDGROUP-WS-DIAGNOSTICS-scope_latest_bundle,optimized,WS-DIAGNOSTICS,field_group,scope latest_bundle,scope latest_архив диагностики,mixed_language,medium,В пользовательском слое предпочесть «архив диагностики».,rewrite,3
FIELDGROUP-WS-DIAGNOSTICS-scope_health,optimized,WS-DIAGNOSTICS,field_group,scope health,scope health,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-DIAGNOSTICS-scope_selfcheck,optimized,WS-DIAGNOSTICS,field_group,scope selfcheck,scope самопроверка,mixed_language,medium,Заменить на «самопроверка».,rewrite,3
FIELDGROUP-WS-DIAGNOSTICS-scope_runtime_env,optimized,WS-DIAGNOSTICS,field_group,scope runtime_env,scope runtime_env,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-DIAGNOSTICS-scope_autosave,optimized,WS-DIAGNOSTICS,field_group,scope autosave,scope autosave,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-DIAGNOSTICS-scope_bundle_policy,optimized,WS-DIAGNOSTICS,field_group,scope bundle_policy,scope архив диагностики_policy,mixed_language,medium,В пользовательском слое предпочесть «архив диагностики».,rewrite,3
FIELDGROUP-WS-DIAGNOSTICS-scope_send,optimized,WS-DIAGNOSTICS,field_group,scope send,scope send,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-RUN-ID,optimized,WS-DIAGNOSTICS,field,Идентификатор прогона,Идентификатор прогона,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-RUN-CONTRACT-HASH,optimized,WS-DIAGNOSTICS,field,Hash контракта прогона,Хэш контракта прогона,implementation_leak,high,Заменить на «хэш» или скрыть в advanced/provenance. ,rewrite,1
DI-FLD-OBJECTIVE-HASH,optimized,WS-DIAGNOSTICS,field,Hash objective contract,Хэш контракта целевых показателей,mixed_language,medium,Специально нормализованная пользовательская подпись.,rewrite,3
DI-FLD-BASELINE-HASH,optimized,WS-DIAGNOSTICS,field,Hash active baseline,Хэш активный базовый прогон,implementation_leak+mixed_language,high,В пользовательском слое предпочесть «базовый прогон». Заменить на «хэш» или скрыть в advanced/provenance. ,rewrite,1
DI-FLD-SUITE-SNAPSHOT-HASH,optimized,WS-DIAGNOSTICS,field,Hash validated suite snapshot,Хэш validated suite snapshot,implementation_leak,high,Заменить на «хэш» или скрыть в advanced/provenance. ,rewrite,1
DI-FLD-EVIDENCE-MANIFEST-ID,optimized,WS-DIAGNOSTICS,field,Идентификатор evidence manifest,Идентификатор evidence manifest,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-EVIDENCE-SOURCE-COUNT,optimized,WS-DIAGNOSTICS,field,Количество source artifacts,Количество source artifacts,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-EVIDENCE-DERIVED-COUNT,optimized,WS-DIAGNOSTICS,field,Количество derived artifacts,Количество derived artifacts,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-EVIDENCE-RUNTIME-COUNT,optimized,WS-DIAGNOSTICS,field,Количество runtime artifacts,Количество runtime artifacts,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-TRUTH-WARNING-COUNT,optimized,WS-DIAGNOSTICS,field,Количество truth warnings,Количество truth warnings,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-MISSING-ARTIFACT-COUNT,optimized,WS-DIAGNOSTICS,field,Количество пропущенных артефактов,Количество пропущенных артефактов,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-BUNDLE-MODE,optimized,WS-DIAGNOSTICS,field,Режим bundle,Режим архива диагностики,mixed_language,medium,Специально нормализованная пользовательская подпись.,rewrite,3
DI-FLD-BUNDLE-ID,optimized,WS-DIAGNOSTICS,field,Идентификатор bundle,Идентификатор архив диагностики,mixed_language,medium,В пользовательском слое предпочесть «архив диагностики».,rewrite,3
DI-FLD-BUILD-PHASE,optimized,WS-DIAGNOSTICS,field,Фаза сборки,Фаза сборки,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-BUILD-PROGRESS,optimized,WS-DIAGNOSTICS,field,Ход сборки,Ход сборки,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-BUILD-ERROR-TEXT,optimized,WS-DIAGNOSTICS,field,Текст ошибки сборки,Текст ошибки сборки,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-LATEST-BUNDLE-PATH,optimized,WS-DIAGNOSTICS,field,Путь к последнему bundle,Путь к последнему архив диагностики,mixed_language,medium,В пользовательском слое предпочесть «архив диагностики».,rewrite,3
DI-FLD-LATEST-BUNDLE-SHA256,optimized,WS-DIAGNOSTICS,field,SHA256 последнего bundle,SHA256 последнего архив диагностики,mixed_language,medium,В пользовательском слое предпочесть «архив диагностики».,rewrite,3
DI-FLD-LATEST-BUNDLE-SIZE,optimized,WS-DIAGNOSTICS,field,Размер последнего bundle,Размер последнего архив диагностики,mixed_language,medium,В пользовательском слое предпочесть «архив диагностики».,rewrite,3
DI-FLD-LATEST-BUNDLE-CREATED-UTC,optimized,WS-DIAGNOSTICS,field,Время создания последнего bundle,Время создания последнего архив диагностики,mixed_language,medium,В пользовательском слое предпочесть «архив диагностики».,rewrite,3
DI-FLD-LATEST-BUNDLE-FRESHNESS,optimized,WS-DIAGNOSTICS,field,Свежесть последнего bundle,Свежесть последнего архив диагностики,mixed_language,medium,В пользовательском слое предпочесть «архив диагностики».,rewrite,3
DI-FLD-HEALTH-STATUS,optimized,WS-DIAGNOSTICS,field,Статус health report,Статус health report,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-TRIAGE-STATUS,optimized,WS-DIAGNOSTICS,field,Статус triage,Статус triage,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-GEOMETRY-ACCEPTANCE-STATUS,optimized,WS-DIAGNOSTICS,field,Статус geometry acceptance,Статус geometry acceptance,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-EXPORT-VALIDATION-STATUS,optimized,WS-DIAGNOSTICS,field,Статус export validation,Статус export validation,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-SELFCHECK-STANDARD-STATUS,optimized,WS-DIAGNOSTICS,field,Статус standard selfcheck,Статус standard самопроверка,mixed_language,medium,Заменить на «самопроверка».,rewrite,3
DI-FLD-SELFCHECK-FULL-STATUS,optimized,WS-DIAGNOSTICS,field,Статус full selfcheck,Статус full самопроверка,mixed_language,medium,Заменить на «самопроверка».,rewrite,3
DI-FLD-WORKSPACE-CONTRACT-STATUS,optimized,WS-DIAGNOSTICS,field,Статус workspace contract,Статус рабочее пространство contract,mixed_language,medium,Заменить на «рабочее пространство».,rewrite,3
DI-FLD-PYTHON-EXECUTABLE,optimized,WS-DIAGNOSTICS,field,Фактический python executable,Фактический python executable,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-PREFERRED-HELPER-PYTHON,optimized,WS-DIAGNOSTICS,field,Предпочтительный helper python,Предпочтительный helper python,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-PYTHON-PREFIX,optimized,WS-DIAGNOSTICS,field,Python prefix,Python prefix,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-PYTHON-BASE-PREFIX,optimized,WS-DIAGNOSTICS,field,Python base prefix,Python base prefix,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-VENV-ACTIVE,optimized,WS-DIAGNOSTICS,field,Признак активного venv,Признак активного venv,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-EFFECTIVE-WORKSPACE,optimized,WS-DIAGNOSTICS,field,Effective workspace,Effective рабочее пространство,mixed_language,medium,Заменить на «рабочее пространство».,rewrite,3
DI-FLD-UI-LOG-DIR,optimized,WS-DIAGNOSTICS,field,Путь к каталогу UI логов,Путь к каталогу UI логов,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-BUNDLE-META-PATH,optimized,WS-DIAGNOSTICS,field,Путь к bundle/meta.json,Путь к архив диагностики/meta.json,mixed_language,medium,В пользовательском слое предпочесть «архив диагностики».,rewrite,3
DI-FLD-TRIAGE-REPORT-PATH,optimized,WS-DIAGNOSTICS,field,Путь к triage report,Путь к triage report,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-HEALTH-REPORT-JSON-PATH,optimized,WS-DIAGNOSTICS,field,Путь к health_report.json,Путь к health_report.json,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-HEALTH-REPORT-MD-PATH,optimized,WS-DIAGNOSTICS,field,Путь к health_report.md,Путь к health_report.md,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-SELFCHECK-STANDARD-PATH,optimized,WS-DIAGNOSTICS,field,Путь к standard selfcheck,Путь к standard самопроверка,mixed_language,medium,Заменить на «самопроверка».,rewrite,3
DI-FLD-SELFCHECK-FULL-PATH,optimized,WS-DIAGNOSTICS,field,Путь к full selfcheck,Путь к full самопроверка,mixed_language,medium,Заменить на «самопроверка».,rewrite,3
DI-FLD-EVIDENCE-MANIFEST-PATH,optimized,WS-DIAGNOSTICS,field,Путь к merged evidence manifest,Путь к merged evidence manifest,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-CRASH-AUTOSAVE-REQUEST-ID,optimized,WS-DIAGNOSTICS,field,Идентификатор autosave-запроса,Идентификатор autosave-запроса,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-AUTOSAVE-REQUEST-MODE,optimized,WS-DIAGNOSTICS,field,Режим autosave,Режим autosave,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-INCLUDE-UI-LOGS,optimized,WS-DIAGNOSTICS,field,Включать UI логи,Включать UI логи,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-INCLUDE-RUN-ARTIFACTS,optimized,WS-DIAGNOSTICS,field,Включать run artifacts,Включать run artifacts,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-INCLUDE-ANIMATOR-CAPTURE,optimized,WS-DIAGNOSTICS,field,Включать animator capture,Включать animator capture,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-INCLUDE-SYSTEM-INFO,optimized,WS-DIAGNOSTICS,field,Включать system info,Включать system info,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-INCLUDE-PERF-TRACE,optimized,WS-DIAGNOSTICS,field,Включать perf trace,Включать perf trace,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-INCLUDE-BROWSER-TRACE,optimized,WS-DIAGNOSTICS,field,Включать browser trace,Включать browser trace,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-INCLUDE-RELEASE-METADATA,optimized,WS-DIAGNOSTICS,field,Включать release metadata,Включать release metadata,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-INCLUDE-SOURCE-ARTIFACTS,optimized,WS-DIAGNOSTICS,field,Включать source artifacts,Включать source artifacts,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-INCLUDE-DERIVED-ARTIFACTS,optimized,WS-DIAGNOSTICS,field,Включать derived artifacts,Включать derived artifacts,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-INCLUDE-RUNTIME-ARTIFACTS,optimized,WS-DIAGNOSTICS,field,Включать runtime artifacts,Включать runtime artifacts,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-BUNDLE-NOTES,optimized,WS-DIAGNOSTICS,field,Заметка к bundle,Заметка к архив диагностики,mixed_language,medium,В пользовательском слое предпочесть «архив диагностики».,rewrite,3
DI-FLD-EXTERNAL-SEND-TARGET,optimized,WS-DIAGNOSTICS,field,Целевой адрес/канал отправки,Целевой адрес/канал отправки,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-SEND-READY,optimized,WS-DIAGNOSTICS,field,Готовность к отправке,Готовность к отправке,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-HELPER-RUNTIME-ERROR,optimized,WS-DIAGNOSTICS,field,Ошибка helper runtime,Ошибка helper runtime,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-GEOMETRY-ACCEPTANCE-SUMMARY,optimized,WS-DIAGNOSTICS,field,Сводка geometry acceptance,Сводка geometry acceptance,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-EVIDENCE-GAPS-SUMMARY,optimized,WS-DIAGNOSTICS,field,Сводка evidence gaps,Сводка evidence gaps,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-LAUNCHER-READINESS-SOURCE,optimized,WS-DIAGNOSTICS,field,Источник readiness launcher,Источник readiness launcher,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-FLD-LAST-UI-SESSION-STATUS,optimized,WS-DIAGNOSTICS,field,Статус последней UI сессии,Статус последней UI сессии,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-TASK-LOAD-MANIFEST,optimized,WS-DIAGNOSTICS,task,Загрузить и слить evidence manifest,Загрузить и слить evidence manifest,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-TASK-SELFCHECK,optimized,WS-DIAGNOSTICS,task,Запустить standard selfcheck,Запустить standard самопроверка,mixed_language,medium,Заменить на «самопроверка».,rewrite,3
DI-TASK-RUNTIME,optimized,WS-DIAGNOSTICS,task,Проверить helper runtime и effective workspace,Проверить helper runtime и effective рабочее пространство,mixed_language,medium,Заменить на «рабочее пространство».,rewrite,3
DI-TASK-CONTENTS,optimized,WS-DIAGNOSTICS,task,Выбрать состав bundle,Выбрать состав архив диагностики,mixed_language,medium,В пользовательском слое предпочесть «архив диагностики».,rewrite,3
DI-TASK-COLLECT,optimized,WS-DIAGNOSTICS,task,Собрать diagnostics bundle,Собрать diagnostics архив диагностики,mixed_language,medium,В пользовательском слое предпочесть «архив диагностики».,rewrite,3
DI-TASK-REVIEW-HEALTH,optimized,WS-DIAGNOSTICS,task,Открыть health report и triage,Открыть health report и triage,none,low,Семантика понятна и не требует переписывания.,keep,5
DI-TASK-OPEN-LAST,optimized,WS-DIAGNOSTICS,task,Открыть последний bundle и путь к нему,Открыть последний архив диагностики и путь к нему,mixed_language,medium,В пользовательском слое предпочесть «архив диагностики».,rewrite,3
DI-TASK-SEND,optimized,WS-DIAGNOSTICS,task,Отправить архив диагностики,Отправить архив диагностики,none,low,Семантика понятна и не требует переписывания.,keep,5
