PAR_ID,FIELD_ID,FULL_NAME_RU,SHORT_NAME_RU,SYMBOL,UNIT,DATA_TYPE,STORAGE_FORMAT,INPUT_FORMAT,ALLOWED_VALUES,DEFAULT_VALUE,DEPENDENCIES,GROUP_ID,SOURCE_OF_TRUTH,CODE_LOCATION,GUI_SURFACES,ROLE_IN_LOGIC,VISIBILITY_ROLE,EDITABILITY,ACCESSIBILITY,WHY_AVAILABLE_OR_NOT,DERIVED_PRESENTATIONS,LEGENDS_AND_INDICATORS,TEST_AND_ACCEPTANCE_LINKS,STATUS,SOURCE_ID
PAR-0381,DI-FLD-CRASH-AUTOSAVE-REQUEST-ID,Идентификатор autosave-запроса,Идентификатор autosave-запроса,,not_applicable,uuid,as_declared,as_declared,,,,GRP-DIAGNOSTICS,evidence_manifest_and_send_bundle_contract,make_send_bundle; health/selfcheck artifacts,WS-DIAGNOSTICS,Идентификатор crash/auto-exit autosave request.,autosave,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-DIAGNOSTICS; downstream access определяется pipeline matrix.,,,,covered,SRC-019
PAR-0382,DI-FLD-AUTOSAVE-REQUEST-MODE,Режим autosave,Режим autosave,,not_applicable,enum,as_declared,enum,none|normal_exit|crash_exit|post_run,,,GRP-DIAGNOSTICS,evidence_manifest_and_send_bundle_contract,make_send_bundle; health/selfcheck artifacts,WS-DIAGNOSTICS,Отличает тип автоматической сборки.,autosave,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-DIAGNOSTICS; downstream access определяется pipeline matrix.,,,,covered,SRC-019
PAR-0383,DI-FLD-INCLUDE-UI-LOGS,Включать UI логи,Включать UI логи,,not_applicable,bool,as_declared,boolean,True|False,,,GRP-DIAGNOSTICS,evidence_manifest_and_send_bundle_contract,make_send_bundle; health/selfcheck artifacts,WS-DIAGNOSTICS,Флаг включения UI/session логов в bundle.,bundle_policy,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-DIAGNOSTICS; downstream access определяется pipeline matrix.,,,,covered,SRC-019
PAR-0384,DI-FLD-INCLUDE-RUN-ARTIFACTS,Включать run artifacts,Включать run artifacts,,not_applicable,bool,as_declared,boolean,True|False,,,GRP-DIAGNOSTICS,evidence_manifest_and_send_bundle_contract,make_send_bundle; health/selfcheck artifacts,WS-DIAGNOSTICS,Флаг включения результатов run.,bundle_policy,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-DIAGNOSTICS; downstream access определяется pipeline matrix.,,,,covered,SRC-019
PAR-0385,DI-FLD-INCLUDE-ANIMATOR-CAPTURE,Включать animator capture,Включать animator capture,,not_applicable,bool,as_declared,boolean,True|False,,,GRP-DIAGNOSTICS,evidence_manifest_and_send_bundle_contract,make_send_bundle; health/selfcheck artifacts,WS-DIAGNOSTICS,Флаг включения capture/export из WS-ANIMATOR.,bundle_policy,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-DIAGNOSTICS; downstream access определяется pipeline matrix.,,,,covered,SRC-019
PAR-0386,DI-FLD-INCLUDE-SYSTEM-INFO,Включать system info,Включать system info,,not_applicable,bool,as_declared,boolean,True|False,,,GRP-DIAGNOSTICS,evidence_manifest_and_send_bundle_contract,make_send_bundle; health/selfcheck artifacts,WS-DIAGNOSTICS,Флаг включения environment/system info.,bundle_policy,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-DIAGNOSTICS; downstream access определяется pipeline matrix.,,,,covered,SRC-019
PAR-0387,DI-FLD-INCLUDE-PERF-TRACE,Включать perf trace,Включать perf trace,,not_applicable,bool,as_declared,boolean,True|False,,,GRP-DIAGNOSTICS,evidence_manifest_and_send_bundle_contract,make_send_bundle; health/selfcheck artifacts,WS-DIAGNOSTICS,Флаг включения performance trace.,bundle_policy,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-DIAGNOSTICS; downstream access определяется pipeline matrix.,,,,covered_partially,SRC-019
PAR-0388,DI-FLD-INCLUDE-BROWSER-TRACE,Включать browser trace,Включать browser trace,,not_applicable,bool,as_declared,boolean,True|False,,,GRP-DIAGNOSTICS,evidence_manifest_and_send_bundle_contract,make_send_bundle; health/selfcheck artifacts,WS-DIAGNOSTICS,Флаг включения browser perf trace.,bundle_policy,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-DIAGNOSTICS; downstream access определяется pipeline matrix.,,,,covered_partially,SRC-019
PAR-0389,DI-FLD-INCLUDE-RELEASE-METADATA,Включать release metadata,Включать release metadata,,not_applicable,bool,as_declared,boolean,True|False,,,GRP-DIAGNOSTICS,evidence_manifest_and_send_bundle_contract,make_send_bundle; health/selfcheck artifacts,WS-DIAGNOSTICS,Флаг включения VERSION/build/release manifest.,bundle_policy,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-DIAGNOSTICS; downstream access определяется pipeline matrix.,,,,covered,SRC-019
PAR-0390,DI-FLD-INCLUDE-SOURCE-ARTIFACTS,Включать source artifacts,Включать source artifacts,,not_applicable,bool,as_declared,boolean,True|False,,,GRP-DIAGNOSTICS,evidence_manifest_and_send_bundle_contract,make_send_bundle; health/selfcheck artifacts,WS-DIAGNOSTICS,Флаг включения source evidence.,bundle_policy,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-DIAGNOSTICS; downstream access определяется pipeline matrix.,,,,covered,SRC-019
PAR-0391,DI-FLD-INCLUDE-DERIVED-ARTIFACTS,Включать derived artifacts,Включать derived artifacts,,not_applicable,bool,as_declared,boolean,True|False,,,GRP-DIAGNOSTICS,evidence_manifest_and_send_bundle_contract,make_send_bundle; health/selfcheck artifacts,WS-DIAGNOSTICS,Флаг включения derived evidence.,bundle_policy,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-DIAGNOSTICS; downstream access определяется pipeline matrix.,,,,covered,SRC-019
PAR-0392,DI-FLD-INCLUDE-RUNTIME-ARTIFACTS,Включать runtime artifacts,Включать runtime artifacts,,not_applicable,bool,as_declared,boolean,True|False,,,GRP-DIAGNOSTICS,evidence_manifest_and_send_bundle_contract,make_send_bundle; health/selfcheck artifacts,WS-DIAGNOSTICS,Флаг включения runtime/session evidence.,bundle_policy,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-DIAGNOSTICS; downstream access определяется pipeline matrix.,,,,covered,SRC-019
PAR-0393,DI-FLD-BUNDLE-NOTES,Заметка к bundle,Заметка к bundle,,not_applicable,text,as_declared,string,,,,GRP-DIAGNOSTICS,evidence_manifest_and_send_bundle_contract,make_send_bundle; health/selfcheck artifacts,WS-DIAGNOSTICS,"Пользовательская заметка, попадающая в manifest.",bundle_policy,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-DIAGNOSTICS; downstream access определяется pipeline matrix.,,,,covered,SRC-019
PAR-0394,DI-FLD-EXTERNAL-SEND-TARGET,Целевой адрес/канал отправки,Целевой адрес/канал отправки,,not_applicable,text,as_declared,string,,,,GRP-DIAGNOSTICS,evidence_manifest_and_send_bundle_contract,make_send_bundle; health/selfcheck artifacts,WS-DIAGNOSTICS,"Канал, куда пользователь вручную отправляет bundle.",send,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-DIAGNOSTICS; downstream access определяется pipeline matrix.,,,,covered,SRC-019
PAR-0395,DI-FLD-SEND-READY,Готовность к отправке,Готовность к отправке,,not_applicable,bool,as_declared,boolean,True|False,,,GRP-DIAGNOSTICS,evidence_manifest_and_send_bundle_contract,make_send_bundle; health/selfcheck artifacts,WS-DIAGNOSTICS,"Показывает, собран ли final bundle и нет ли блокирующих gaps.",send,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-DIAGNOSTICS; downstream access определяется pipeline matrix.,,,,covered,SRC-019
PAR-0396,DI-FLD-HELPER-RUNTIME-ERROR,Ошибка helper runtime,Ошибка helper runtime,,not_applicable,text,as_declared,string,,,,GRP-DIAGNOSTICS,evidence_manifest_and_send_bundle_contract,make_send_bundle; health/selfcheck artifacts,WS-DIAGNOSTICS,"Последняя ошибка helper runtime, если была деградация.",runtime_env,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-DIAGNOSTICS; downstream access определяется pipeline matrix.,,,,covered,SRC-019
PAR-0397,DI-FLD-GEOMETRY-ACCEPTANCE-SUMMARY,Сводка geometry acceptance,Сводка geometry acceptance,,not_applicable,text,as_declared,string,,,,GRP-DIAGNOSTICS,evidence_manifest_and_send_bundle_contract,make_send_bundle; health/selfcheck artifacts,WS-DIAGNOSTICS,Короткое человеко-понятное резюме geometry acceptance.,health,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-DIAGNOSTICS; downstream access определяется pipeline matrix.,,,,covered,SRC-019
PAR-0398,DI-FLD-EVIDENCE-GAPS-SUMMARY,Сводка evidence gaps,Сводка evidence gaps,,not_applicable,text,as_declared,string,,,,GRP-DIAGNOSTICS,evidence_manifest_and_send_bundle_contract,make_send_bundle; health/selfcheck artifacts,WS-DIAGNOSTICS,Краткое описание отсутствующих артефактов и gaps.,health,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-DIAGNOSTICS; downstream access определяется pipeline matrix.,,,,covered,SRC-019
PAR-0399,DI-FLD-LAUNCHER-READINESS-SOURCE,Источник readiness launcher,Источник readiness launcher,,not_applicable,enum,as_declared,enum,http|session_log|fallback,,,GRP-DIAGNOSTICS,evidence_manifest_and_send_bundle_contract,make_send_bundle; health/selfcheck artifacts,WS-DIAGNOSTICS,"Источник, по которому launcher признал UI готовым.",runtime_env,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-DIAGNOSTICS; downstream access определяется pipeline matrix.,,,,covered,SRC-019
PAR-0400,DI-FLD-LAST-UI-SESSION-STATUS,Статус последней UI сессии,Статус последней UI сессии,,not_applicable,enum,as_declared,enum,ok|stopped|degraded|fail|unknown,,,GRP-DIAGNOSTICS,evidence_manifest_and_send_bundle_contract,make_send_bundle; health/selfcheck artifacts,WS-DIAGNOSTICS,Статус последней UI сессии по run registry.,runtime_env,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-DIAGNOSTICS; downstream access определяется pipeline matrix.,,,,covered,SRC-019
PAR-0401,SH-FLD-ACTIVE-WS,Активное рабочее пространство,Активное рабочее пространство,,not_applicable,enum,as_declared,enum,WS-PROJECT|WS-INPUTS|WS-RING|WS-SUITE|WS-BASELINE|WS-OPTIMIZATION|WS-ANALYSIS|WS-ANIMATOR|WS-DIAGNOSTICS|WS-SETTINGS|WS-TOOLS,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,Текущее активное рабочее пространство оболочки.,shell,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered,SRC-020
PAR-0402,SH-FLD-SEARCH-QUERY,Строка глобального поиска,Строка глобального поиска,,not_applicable,text,as_declared,string,,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,"Текст поиска команд, экранов, сущностей и параметров.",shell,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered,SRC-020
PAR-0403,SH-FLD-SEARCH-SCOPE,Область глобального поиска,Область глобального поиска,,not_applicable,enum,as_declared,enum,all|commands|screens|entities|artifacts,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,Ограничение поиска по типам результатов.,shell,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered,SRC-020
PAR-0404,SH-FLD-PRIMARY-ACTION-ID,Идентификатор главного действия workspace,Идентификатор главного действия workspace,,код,text,as_declared,string,,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,"Действие, вынесенное в главное место верхней панели.",workspace_contract,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered,SRC-020
PAR-0405,SH-FLD-SECONDARY-ACTIONS,Набор вторичных действий workspace,Набор вторичных действий workspace,,шт.,list,as_declared,as_declared,,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,"Команды, уходящие в overflow меню текущего workspace.",workspace_contract,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered,SRC-020
PAR-0406,SH-FLD-MSG-SEVERITY,Уровень сообщения оболочки,Уровень сообщения оболочки,,not_applicable,enum,as_declared,enum,info|success|warning|error|blocking,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,Важность message bar.,shell,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered,SRC-020
PAR-0407,SH-FLD-MSG-TEXT,Текст сообщения оболочки,Текст сообщения оболочки,,not_applicable,text,as_declared,string,,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,"Сообщение уровня shell, не скрывающее центр.",shell,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered,SRC-020
PAR-0408,SH-FLD-DIAG-FRESHNESS,Свежесть последнего архива диагностики,Свежесть последнего архива диагностики,,мин,duration,as_declared,as_declared,,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,Время с момента сборки последнего диагностического архива.,shell,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered,SRC-020
PAR-0409,SH-FLD-LAST-BUNDLE-PATH,Путь к последнему диагностическому архиву,Путь к последнему диагностическому архиву,,путь,path,as_declared,as_declared,,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,Путь к последнему final SEND bundle.,shell,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered,SRC-020
PAR-0410,SH-FLD-LAST-BUNDLE-SHA,Контрольная сумма последнего архива,Контрольная сумма последнего архива,,SHA256,hash,as_declared,as_declared,,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,Контрольная сумма последнего final SEND bundle.,shell,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered,SRC-020
PAR-0411,SH-FLD-LAYOUT-PROFILE,Профиль раскладки оболочки,Профиль раскладки оболочки,,not_applicable,enum,as_declared,enum,wide|standard|compact|narrow|micro|dual_monitor_animator,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,Активный профиль раскладки shell.,shell,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered,SRC-020
PAR-0412,SH-FLD-LEFT-PANE-MODE,Режим левой панели,Режим левой панели,,not_applicable,enum,as_declared,enum,tree|list|mixed|hidden,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,Как левая панель показывает текущий workspace.,shell,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered,SRC-020
PAR-0413,SH-FLD-RIGHT-PANE-MODE,Режим правой панели,Режим правой панели,,not_applicable,enum,as_declared,enum,properties|help|warnings|split|hidden,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,Как правая панель показывает свойства и помощь.,shell,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered,SRC-020
PAR-0414,SH-FLD-ACTIVE-MODE,Активный режим расчёта/просмотра,Активный режим расчёта/просмотра,,not_applicable,enum,as_declared,enum,idle|baseline|optimization|analysis|animator|diagnostics,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,Текущий mode marker в строке состояния.,runtime,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered,SRC-020
PAR-0415,SH-FLD-ACTIVE-STAGE,Текущая стадия процесса,Текущая стадия процесса,,not_applicable,text,as_declared,string,,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,"Текущая стадия baseline/optimization, если процесс идёт.",runtime,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered,SRC-020
PAR-0416,SH-FLD-CONTRACT-SUMMARY,Свод контракта baseline/objective,Свод контракта baseline/objective,,not_applicable,text,as_declared,string,,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,"Краткая сводка active baseline hash, objective contract hash и hard gate.",runtime,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered_partially,SRC-020
PAR-0417,SH-FLD-RUN-LINKS,Ссылки на текущий run,Ссылки на текущий run,,шт.,list,as_declared,as_declared,,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,"Ссылки на run dir, журнал, каталог артефактов и диагностику.",runtime,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered,SRC-020
PAR-0418,SH-FLD-RECENT-COMMANDS,История последних команд,История последних команд,,шт.,list,as_declared,as_declared,,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,Последние команды и переходы для пустой палитры поиска.,shell,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered,SRC-020
PAR-0419,SH-FLD-WORKSPACE-BADGES,Значки состояний рабочих пространств,Значки состояний рабочих пространств,,шт.,list,as_declared,as_declared,,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,"Глобальные badges: warnings, stale, incomplete, in progress.",shell,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered,SRC-020
PAR-0420,SH-FLD-ESCAPE-TARGET,Поведение Escape,Поведение Escape,,not_applicable,enum,as_declared,enum,close_overlay|clear_search|dismiss_message|noop,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,Что делает Escape в текущем shell состоянии.,shell,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered,SRC-020
PAR-0421,SH-FLD-CMD-K,Горячая клавиша палитры команд,Горячая клавиша палитры команд,,Ctrl+K,shortcut,as_declared,as_declared,,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,Глобальный вызов поиска/палитры команд.,shell,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered,SRC-020
PAR-0422,SH-FLD-F6-ORDER,Порядок F6-переходов,Порядок F6-переходов,,шт.,list,as_declared,as_declared,,,,GRP-SHELL,shell_state_and_layout_profile,shell layout state and navigation registry,WS-SHELL,Последовательность крупных регионов оболочки для навигации с клавиатуры.,shell,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SHELL; downstream access определяется pipeline matrix.,,,,covered,SRC-020
PAR-0423,PI-FLD-PROJECT-NAME,Название проекта,Название проекта,,not_applicable,text,as_declared,string,,,,GRP-PROJECT,project_file_and_project_manifest,project manifest and project file,WS-PROJECT,Человекочитаемое имя проекта для shell и отчётов.,project,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-PROJECT; downstream access определяется pipeline matrix.,,,,covered,SRC-021
PAR-0424,PI-FLD-PROJECT-CODE,Код проекта,Код проекта,,not_applicable,text,as_declared,string,,,,GRP-PROJECT,project_file_and_project_manifest,project manifest and project file,WS-PROJECT,Короткий код проекта для папок и экспорта.,project,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-PROJECT; downstream access определяется pipeline matrix.,,,,covered,SRC-021
PAR-0425,PI-FLD-WORKSPACE-ROOT,Рабочий каталог проекта,Рабочий каталог проекта,,not_applicable,path,as_declared,as_declared,,,,GRP-PROJECT,project_file_and_project_manifest,project manifest and project file,WS-PROJECT,"Каталог workspace, где хранятся snapshot, прогоны и артефакты.",project,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-PROJECT; downstream access определяется pipeline matrix.,,,,covered,SRC-021
PAR-0426,PI-FLD-VEHICLE-VARIANT,Вариант машины,Вариант машины,,not_applicable,text,as_declared,string,,,,GRP-PROJECT,project_file_and_project_manifest,project manifest and project file,WS-PROJECT,Имя конфигурации машины и подвески.,project,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-PROJECT; downstream access определяется pipeline matrix.,,,,covered,SRC-021
PAR-0427,PI-FLD-UNIT-PROFILE,Профиль единиц,Профиль единиц,,not_applicable,enum,as_declared,enum,метры_килограммы_секунды|миллиметры_килограммы_секунды,,,GRP-PROJECT,project_file_and_project_manifest,project manifest and project file,WS-PROJECT,Профиль отображения единиц в интерфейсе.,project,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-PROJECT; downstream access определяется pipeline matrix.,,,,covered,SRC-021
PAR-0428,PI-FLD-MIRROR-MODE,Режим зеркальности левого и правого борта,Режим зеркальности левого и правого борта,,not_applicable,enum,as_declared,enum,зеркально_по_умолчанию|асимметрия_разрешена,,,GRP-PROJECT,project_file_and_project_manifest,project manifest and project file,WS-PROJECT,"Определяет, являются ли левые и правые параметры зеркальными по умолчанию.",project,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-PROJECT; downstream access определяется pipeline matrix.,,,,covered,SRC-021
PAR-0429,PI-FLD-WHEELBASE,База машины,База машины,,мм,number,м,as_declared,>0,,,GRP-INPUT-FRAME,default_base.json_and_default_ranges.json,pneumo_solver_ui/default_base.json; pneumo_solver_ui/default_ranges.json,WS-INPUTS,Расстояние между осями передних и задних колёс.,inputs,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-INPUTS; downstream access определяется pipeline matrix.,,,,covered,SRC-021
PAR-0430,PI-FLD-FRONT-TRACK,Передняя колея,Передняя колея,,мм,number,м,as_declared,>0,,,GRP-INPUT-FRAME,default_base.json_and_default_ranges.json,pneumo_solver_ui/default_base.json; pneumo_solver_ui/default_ranges.json,WS-INPUTS,Расстояние между центрами пятен контакта передних колёс.,inputs,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-INPUTS; downstream access определяется pipeline matrix.,,,,covered,SRC-021
PAR-0431,PI-FLD-REAR-TRACK,Задняя колея,Задняя колея,,мм,number,м,as_declared,>0,,,GRP-INPUT-FRAME,default_base.json_and_default_ranges.json,pneumo_solver_ui/default_base.json; pneumo_solver_ui/default_ranges.json,WS-INPUTS,Расстояние между центрами пятен контакта задних колёс.,inputs,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-INPUTS; downstream access определяется pipeline matrix.,,,,covered,SRC-021
PAR-0432,PI-FLD-FRAME-LENGTH,Длина рамы,Длина рамы,,мм,number,м,as_declared,>0,,,GRP-INPUT-FRAME,default_base.json_and_default_ranges.json,pneumo_solver_ui/default_base.json; pneumo_solver_ui/default_ranges.json,WS-INPUTS,Габаритная длина рамы.,inputs,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-INPUTS; downstream access определяется pipeline matrix.,,,,covered,SRC-021
PAR-0433,PI-FLD-FRAME-WIDTH,Ширина рамы,Ширина рамы,,мм,number,м,as_declared,>0,,,GRP-INPUT-FRAME,default_base.json_and_default_ranges.json,pneumo_solver_ui/default_base.json; pneumo_solver_ui/default_ranges.json,WS-INPUTS,Габаритная ширина рамы.,inputs,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-INPUTS; downstream access определяется pipeline matrix.,,,,covered,SRC-021
PAR-0434,PI-FLD-FRAME-HEIGHT,Высота рамы,Высота рамы,,мм,number,м,as_declared,>0,,,GRP-INPUT-FRAME,default_base.json_and_default_ranges.json,pneumo_solver_ui/default_base.json; pneumo_solver_ui/default_ranges.json,WS-INPUTS,Габаритная высота рамы.,inputs,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-INPUTS; downstream access определяется pipeline matrix.,,,,covered,SRC-021
PAR-0435,PI-FLD-GROUND-CLEARANCE,Статический дорожный просвет,Статический дорожный просвет,,мм,number,м,as_declared,>=0,,,GRP-INPUT-FRAME,default_base.json_and_default_ranges.json,pneumo_solver_ui/default_base.json; pneumo_solver_ui/default_ranges.json,WS-INPUTS,Минимальный статический просвет до земли.,inputs,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-INPUTS; downstream access определяется pipeline matrix.,,,,covered,SRC-021
PAR-0436,PI-FLD-CG-X,Продольная координата центра тяжести,Продольная координата центра тяжести,,мм,number,м,as_declared,,,,GRP-INPUT-FRAME,default_base.json_and_default_ranges.json,pneumo_solver_ui/default_base.json; pneumo_solver_ui/default_ranges.json,WS-INPUTS,Координата центра тяжести по продольной оси.,inputs,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-INPUTS; downstream access определяется pipeline matrix.,,,,covered,SRC-021
PAR-0437,PI-FLD-CG-Y,Поперечная координата центра тяжести,Поперечная координата центра тяжести,,мм,number,м,as_declared,,,,GRP-INPUT-FRAME,default_base.json_and_default_ranges.json,pneumo_solver_ui/default_base.json; pneumo_solver_ui/default_ranges.json,WS-INPUTS,Координата центра тяжести по поперечной оси.,inputs,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-INPUTS; downstream access определяется pipeline matrix.,,,,covered,SRC-021
PAR-0438,PI-FLD-CG-Z,Высота центра тяжести,Высота центра тяжести,,мм,number,м,as_declared,,,,GRP-INPUT-FRAME,default_base.json_and_default_ranges.json,pneumo_solver_ui/default_base.json; pneumo_solver_ui/default_ranges.json,WS-INPUTS,Высота центра тяжести относительно базовой плоскости.,inputs,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-INPUTS; downstream access определяется pipeline matrix.,,,,covered,SRC-021
PAR-0439,PI-FLD-MASS-TOTAL,Полная масса машины,Полная масса машины,,кг,number,кг,as_declared,>0,,,GRP-INPUT-MASS,default_base.json_and_default_ranges.json,pneumo_solver_ui/default_base.json; pneumo_solver_ui/default_ranges.json,WS-INPUTS,Полная расчётная масса машины.,inputs,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-INPUTS; downstream access определяется pipeline matrix.,,,,covered,SRC-021
