UI_ID,UI_NAME_RU,UI_TYPE,WORKSPACE_ID,WINDOW_ID,SCREEN_IDS,REGION_ID,PARENT_CONTAINER_ID,X_LOCAL_PX,Y_LOCAL_PX,MIN_WIDTH_PX,MIN_HEIGHT_PX,PREFERRED_WIDTH_PX,PREFERRED_HEIGHT_PX,SOURCE_BINDING,RELATED_PAR_ID,VISIBLE_WHEN,ENABLED_WHEN,TOOLTIP_REQUIRED,HELP_REQUIRED,SCROLL_BEHAVIOR,POSITIONING_RULE,RESIZE_RULE,STATE_MODEL,SOURCE_ID
SH-CENTER-EMPTY,Заглушка пустого состояния shell,empty_state_card,WS-SHELL,WIN-MAIN-SHELL,SHELL-SCR-01,REG-CENTER,REG-CENTER,360,240,420,165,560,220,shell.empty_state,,Когда нет открытого проекта или workspace пуст,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-020
SH-CENTER-MODE-BANNER,Баннер режима/контракта,banner,WS-SHELL,WIN-MAIN-SHELL,SHELL-SCR-01,REG-CENTER,REG-CENTER,16,44,720,27,960,36,shell.center.mode_banner,,Когда активен важный режим или degraded state,Только чтение,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-020
SH-CENTER-WORKSPACE-HOST,Хост активного рабочего пространства,workspace_host,WS-SHELL,WIN-MAIN-SHELL,SHELL-SCR-01,REG-CENTER,REG-CENTER,0,0,1002,681,1336,908,shell.active_workspace_host,,Всегда,Всегда,Нет,Нет,Per-workspace,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Ширина адаптируется к контейнеру; высота фиксирована или скроллируема по правилу контейнера.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-020
SH-INSPECTOR-TABS,Вкладки свойств и помощи,tab_strip,WS-SHELL,WIN-MAIN-SHELL,SHELL-SCR-01,REG-RIGHT,REG-RIGHT,0,0,240,24,320,32,shell.right_pane.mode,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-020
SH-INSPECTOR-PROPERTIES,Панель свойств,property_grid,WS-SHELL,WIN-MAIN-SHELL,SHELL-SCR-01,REG-RIGHT,REG-RIGHT,0,36,240,357,320,476,shell.right_pane.properties_model,,Когда есть выбранный объект,Всегда,Да,Да,Авто,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Ширина адаптируется к контейнеру; высота фиксирована или скроллируема по правилу контейнера.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-020
SH-INSPECTOR-HELP,Панель развёрнутой помощи,help_panel,WS-SHELL,WIN-MAIN-SHELL,SHELL-SCR-01,REG-RIGHT,REG-RIGHT,0,520,240,195,320,260,shell.right_pane.help_model,,Когда выбран элемент или поле,Только чтение,Нет,Нет,Авто,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Ширина адаптируется к контейнеру; высота фиксирована или скроллируема по правилу контейнера.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-020
SH-INSPECTOR-WARNINGS,Панель предупреждений выбора,warning_panel,WS-SHELL,WIN-MAIN-SHELL,SHELL-SCR-01,REG-RIGHT,REG-RIGHT,0,788,240,90,320,120,shell.right_pane.warning_model,,Когда есть warnings по текущему выбору,Только чтение,Да,Нет,Авто,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Ширина адаптируется к контейнеру; высота фиксирована или скроллируема по правилу контейнера.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-020
SH-STATUS-ACTIVE-MODE,Активный режим расчёта,status_chip,WS-SHELL,WIN-MAIN-SHELL,SHELL-SCR-01,REG-BOTTOM,REG-BOTTOM,12,8,150,18,200,24,shell.status.active_mode,,Когда активен baseline/optimization/analysis/animator,Только чтение,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-020
SH-STATUS-STAGE,Текущая стадия,status_chip,WS-SHELL,WIN-MAIN-SHELL,SHELL-SCR-01,REG-BOTTOM,REG-BOTTOM,220,8,135,18,180,24,shell.status.stage,,Когда идёт длительная операция,Только чтение,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-020
SH-STATUS-PROGRESS,Индикатор прогресса,progress_bar,WS-SHELL,WIN-MAIN-SHELL,SHELL-SCR-01,REG-BOTTOM,REG-BOTTOM,408,8,480,18,640,24,shell.status.progress,,Когда идёт длительная операция,Только чтение,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-020
SH-STATUS-WARNINGS,Счётчик предупреждений,warning_cluster,WS-SHELL,WIN-MAIN-SHELL,SHELL-SCR-01,REG-BOTTOM,REG-BOTTOM,1060,8,165,18,220,24,shell.status.warning_count,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-020
SH-STATUS-CONTRACT,Индикатор контракта objective/baseline,contract_chip,WS-SHELL,WIN-MAIN-SHELL,SHELL-SCR-01,REG-BOTTOM,REG-BOTTOM,1292,8,195,18,260,24,shell.status.contract_summary,,Когда активен optimization/analysis,Только чтение,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-020
SH-STATUS-RUN-PATH,Путь текущего run,link_cluster,WS-SHELL,WIN-MAIN-SHELL,SHELL-SCR-01,REG-BOTTOM,REG-BOTTOM,1564,8,258,18,344,24,shell.status.run_links,,Когда есть активный или выбранный run,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-020
SH-OVERLAY-CMD-PALETTE,Палитра команд,command_palette,WS-SHELL,WIN-MAIN-SHELL,SHELL-SCR-01,REG-OVERLAY,REG-OVERLAY,16,16,297,156,396,208,shell.overlay.command_palette,,Когда открыт глобальный поиск в режиме палитры,Всегда,Да,Да,Авто,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Ширина адаптируется к контейнеру; высота фиксирована или скроллируема по правилу контейнера.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-020
SH-OVERLAY-LAYOUT-PICKER,Панель выбора раскладки,layout_picker,WS-SHELL,WIN-MAIN-SHELL,SHELL-SCR-01,REG-OVERLAY,REG-OVERLAY,92,24,240,132,320,176,shell.overlay.layout_picker,,Когда пользователь меняет shell layout,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-020
SH-OVERLAY-RECENT,Последние команды и экраны,recent_list,WS-SHELL,WIN-MAIN-SHELL,SHELL-SCR-01,REG-OVERLAY,REG-OVERLAY,16,16,297,156,396,208,shell.overlay.recent,,Когда поиск пустой и открыт по Ctrl+K,Всегда,Да,Нет,Авто,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Ширина адаптируется к контейнеру; высота фиксирована или скроллируема по правилу контейнера.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-020
PR-TXT-TITLE,Рабочее пространство «Панель проекта»,title_text,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-02;PROJECT-SCR-03,PR-HEADER,PR-HEADER,0,4,195,24,260,32,project.workspace.title,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-BADGE-PROJECT-ID,Идентификатор проекта,badge,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-02;PROJECT-SCR-03,PR-HEADER,PR-HEADER,272,8,142,20,190,26,project.identity.project_id,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-BADGE-DIRTY,Индикатор несохранённых изменений,status_badge,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-02;PROJECT-SCR-03,PR-HEADER,PR-HEADER,474,8,72,20,96,26,project.identity.dirty_state,,Когда проект открыт,Только чтение,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-BADGE-HEALTH,Сводный статус проекта,status_badge,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-02;PROJECT-SCR-03,PR-HEADER,PR-HEADER,584,8,93,20,124,26,project.health.overall_status,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-TXT-LAST-SAVE,Последнее сохранение,caption,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-02;PROJECT-SCR-03,PR-HEADER,PR-HEADER,722,10,165,16,220,22,project.identity.last_saved_at,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-CARD-NEXT-ACTION,Карточка следующего действия,action_card,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-03,PR-ACTION,PR-ACTION,0,0,368,141,490,188,project.next_action,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-BTN-NEXT-ACTION,Выполнить следующее действие,primary_button,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-03,PR-ACTION,PR-ACTION,16,136,183,26,244,34,project.next_action.primary_button,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-BTN-GO-INPUTS,Перейти к исходным данным,secondary_button,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-03,PR-ACTION,PR-ACTION,272,136,146,26,194,34,project.quick_links.inputs,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-CARD-PIPELINE,Карта pipeline,diagram_card,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-03,PR-ACTION,PR-ACTION,506,0,254,141,338,188,project.pipeline.summary,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-BTN-GO-RING,Открыть редактор кольца,ghost_button,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-03,PR-ACTION,PR-ACTION,860,16,148,22,198,30,project.quick_links.ring,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-BTN-GO-SUITE,Открыть матрицу испытаний,ghost_button,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-03,PR-ACTION,PR-ACTION,860,54,148,22,198,30,project.quick_links.suite,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-BTN-GO-BASELINE,Открыть базовый прогон,ghost_button,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-03,PR-ACTION,PR-ACTION,860,92,148,22,198,30,project.quick_links.baseline,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-BTN-GO-OPT,Открыть оптимизацию,ghost_button,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-03,PR-ACTION,PR-ACTION,860,130,148,22,198,30,project.quick_links.optimization,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-BTN-GO-DIAG,Открыть диагностику,ghost_button,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-03,PR-ACTION,PR-ACTION,860,168,148,22,198,30,project.quick_links.diagnostics,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-TABLE-BLOCKERS,Таблица блокеров,data_table,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-02;PROJECT-SCR-03,PR-STATUS,PR-STATUS,0,0,398,156,530,208,project.health.blockers,,Когда есть блокеры,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-TABLE-WARNINGS,Таблица предупреждений,data_table,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-02;PROJECT-SCR-03,PR-STATUS,PR-STATUS,546,0,386,156,514,208,project.health.warnings,,Когда есть предупреждения,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-CARD-RING-STATUS,Карточка статуса кольца,status_card,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-02;PROJECT-SCR-03,PR-STATUS,PR-STATUS,0,220,188,76,250,102,project.health.ring_status,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-CARD-SUITE-STATUS,Карточка статуса набора испытаний,status_card,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-02;PROJECT-SCR-03,PR-STATUS,PR-STATUS,270,220,188,76,250,102,project.health.suite_status,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-CARD-BASELINE-STATUS,Карточка статуса baseline,status_card,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-02;PROJECT-SCR-03,PR-STATUS,PR-STATUS,540,220,188,76,250,102,project.health.baseline_status,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-CARD-DIAG-STATUS,Карточка статуса диагностики,status_card,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-02;PROJECT-SCR-03,PR-STATUS,PR-STATUS,810,220,188,76,250,102,project.health.diagnostics_status,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-TABLE-RECENT-PROJECTS,Таблица недавних проектов,data_table,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-02,PR-RECENT,PR-RECENT,0,0,390,177,520,236,project.recent.projects,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-BTN-OPEN-PROJECT,Открыть выбранный проект,secondary_button,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-02,PR-RECENT,PR-RECENT,0,250,166,24,222,32,project.recent.open_selected,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-BTN-CREATE-PROJECT,Создать новый проект,secondary_button,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-02,PR-RECENT,PR-RECENT,236,250,134,24,178,32,project.recent.create_new,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-BTN-IMPORT-PROJECT,Импортировать проект,secondary_button,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-02,PR-RECENT,PR-RECENT,428,250,126,24,168,32,project.recent.import,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-TABLE-RECENT-RUNS,Таблица недавних прогонов,data_table,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01,PR-RUNS,PR-RUNS,0,0,390,171,520,228,project.recent.runs,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-TABLE-RECENT-BUNDLES,Таблица последних архивов диагностики,data_table,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01,PR-RUNS,PR-RUNS,540,0,390,171,520,228,project.recent.bundles,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-BTN-OPEN-BUNDLE,Открыть выбранный архив диагностики,secondary_button,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01,PR-RUNS,PR-RUNS,540,244,194,24,258,32,project.recent.open_bundle,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
PR-HELP-ANCHOR,Контекстная справка панели проекта,help_anchor,WS-PROJECT,WIN-MAIN-SHELL,PROJECT-SCR-01;PROJECT-SCR-02;PROJECT-SCR-03,PR-FOOTER,PR-FOOTER,1016,6,27,21,36,28,project.help.anchor,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
IN-TXT-TITLE,Рабочее пространство «Исходные данные»,title_text,WS-INPUTS,WIN-MAIN-SHELL,INPUTS-SCR-01;INPUTS-SCR-02;INPUTS-SCR-03;INPUTS-SCR-04;INPUTS-SCR-05;INPUTS-SCR-06,IN-HEADER,IN-HEADER,0,4,189,24,252,32,inputs.workspace.title,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
IN-BADGE-DIRTY,Несохранённые изменения,status_badge,WS-INPUTS,WIN-MAIN-SHELL,INPUTS-SCR-01;INPUTS-SCR-02;INPUTS-SCR-03;INPUTS-SCR-04;INPUTS-SCR-05;INPUTS-SCR-06,IN-HEADER,IN-HEADER,266,8,88,20,118,26,inputs.dirty_state,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
IN-BADGE-UNIT-PROFILE,Профиль единиц,badge,WS-INPUTS,WIN-MAIN-SHELL,INPUTS-SCR-01;INPUTS-SCR-02;INPUTS-SCR-03;INPUTS-SCR-04;INPUTS-SCR-05;INPUTS-SCR-06,IN-HEADER,IN-HEADER,398,8,116,20,154,26,inputs.unit_profile,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
IN-BADGE-MIRROR-MODE,Режим зеркальности,badge,WS-INPUTS,WIN-MAIN-SHELL,INPUTS-SCR-01;INPUTS-SCR-02;INPUTS-SCR-03;INPUTS-SCR-04;INPUTS-SCR-05;INPUTS-SCR-06,IN-HEADER,IN-HEADER,566,8,126,20,168,26,inputs.mirror_mode,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
IN-STATUS-HANDOFF-READINESS,Индикатор готовности handoff,status_badge,WS-INPUTS,WIN-MAIN-SHELL,INPUTS-SCR-01;INPUTS-SCR-02;INPUTS-SCR-03;INPUTS-SCR-04;INPUTS-SCR-05;INPUTS-SCR-06,IN-HEADER,IN-HEADER,748,8,147,20,196,26,inputs.handoff_readiness,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
IN-TXT-UNSAVED-COUNT,Количество несохранённых полей,caption,WS-INPUTS,WIN-MAIN-SHELL,INPUTS-SCR-01;INPUTS-SCR-02;INPUTS-SCR-03;INPUTS-SCR-04;INPUTS-SCR-05;INPUTS-SCR-06,IN-HEADER,IN-HEADER,960,10,135,16,180,22,inputs.dirty_count,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
IN-TABS-GROUPS,Вкладки групп исходных данных,tab_strip,WS-INPUTS,WIN-MAIN-SHELL,INPUTS-SCR-01;INPUTS-SCR-02;INPUTS-SCR-03;INPUTS-SCR-04;INPUTS-SCR-05,IN-GROUPS,IN-GROUPS,0,0,189,26,252,34,inputs.active_group,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
IN-TREE-GROUPS,Дерево групп исходных данных,tree,WS-INPUTS,WIN-MAIN-SHELL,INPUTS-SCR-01;INPUTS-SCR-02;INPUTS-SCR-03;INPUTS-SCR-04;INPUTS-SCR-05,IN-GROUPS,IN-GROUPS,0,42,189,350,252,466,inputs.group_registry,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
IN-BTN-EXPAND-ALL,Развернуть все группы,ghost_button,WS-INPUTS,WIN-MAIN-SHELL,INPUTS-SCR-01;INPUTS-SCR-02;INPUTS-SCR-03;INPUTS-SCR-04;INPUTS-SCR-05,IN-GROUPS,IN-GROUPS,0,520,90,21,120,28,inputs.groups.expand_all,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-021
